Query_ID,q-value_ribo,q-value_yeast
unmod1_l3_f_0,0.66685,0.0169061
unmod1_l3_f_1,0.193783,0.21065
unmod1_l3_f_2,1.0,0.10205
unmod1_l3_f_3,0.595138,0.00637668
unmod1_l3_f_4,0.98373,0.0163958
unmod1_l3_f_5,0.662157,0.140494
unmod1_l3_f_6,0.861741,0.00590209
unmod1_l3_f_7,0.266066,0.218943
unmod1_l3_f_9,1.0,1.0
unmod1_l3_f_10,0.242189,1.0
unmod1_l3_f_12,1.0,1.0
unmod1_l3_f_13,0.19148,0.385408
unmod1_l3_f_14,0.441857,0.238006
unmod1_l3_f_15,0.959643,0.482811
unmod1_l3_f_16,1.0,0.165388
unmod1_l3_f_17,0.498403,0.389778
unmod1_l3_f_18,0.79326,1.0
unmod1_l3_f_19,0.297288,0.00436966
unmod1_l3_f_20,1.0,1.0
unmod1_l3_f_21,0.442739,1.0
unmod1_l3_f_22,0.45662,0.105928
unmod1_l3_f_23,0.532213,0.0960547
unmod1_l3_f_24,0.914802,0.0465266
unmod1_l3_f_25,1.0,0.0710166
unmod1_l3_f_26,0.477902,0.521874
unmod1_l3_f_27,0.206577,0.192139
unmod1_l3_f_28,0.243481,0.0206041
unmod1_l3_f_29,0.855624,0.472674
unmod1_l3_f_30,0.0868021,0.0191774
unmod1_l3_f_31,1.0,1.0
unmod1_l3_f_32,0.689206,0.522451
unmod1_l3_f_33,0.236685,0.805391
unmod1_l3_f_34,1.0,1.0
unmod1_l3_f_35,1.0,1.0
unmod1_l3_f_36,1.0,0.0580043
unmod1_l3_f_37,0.221738,0.0791844
unmod1_l3_f_38,0.148693,1.0
unmod1_l3_f_39,0.0132182,0.053067
unmod1_l3_f_40,0.791278,1.0
unmod1_l3_f_41,1.0,1.0
unmod1_l3_f_42,1.0,1.0
unmod1_l3_f_44,0.307654,0.0820557
unmod1_l3_f_45,0.801059,1.0
unmod1_l3_f_46,0.496793,0.374229
unmod1_l3_f_47,0.731135,0.00322555
unmod1_l3_f_48,0.349883,0.460759
unmod1_l3_f_49,0.588962,0.155059
unmod1_l3_f_50,1.0,0.831119
unmod1_l3_f_51,1.0,0.458557
unmod1_l3_f_52,1.0,0.0556924
unmod1_l3_f_53,0.934213,0.566404
unmod1_l3_f_54,0.294807,0.00211034
unmod1_l3_f_55,1.0,0.00463015
unmod1_l3_f_56,0.999999,1.0
unmod1_l3_f_57,1.0,0.169743
unmod1_l3_f_58,0.152229,0.573815
unmod1_l3_f_59,0.100215,0.133831
unmod1_l3_f_60,1.0,1.0
unmod1_l3_f_61,1.0,0.0057157
unmod1_l3_f_62,1.0,0.0153889
unmod1_l3_f_63,0.568728,0.689318
unmod1_l3_f_64,1.0,0.0302549
unmod1_l3_f_65,1.0,0.0286837
unmod1_l3_f_66,1.0,0.621774
unmod1_l3_f_67,0.014055,0.188134
unmod1_l3_f_68,0.148579,0.278936
unmod1_l3_f_69,1.0,0.690261
unmod1_l3_f_70,0.124894,0.0415515
unmod1_l3_f_71,1.0,0.596718
unmod1_l3_f_72,1.0,1.0
unmod1_l3_f_73,0.0948404,0.426674
unmod1_l3_f_74,0.623326,0.332696
unmod1_l3_f_75,0.177531,0.173485
unmod1_l3_f_76,1.0,1.0
unmod1_l3_f_78,1.0,1.0
unmod1_l3_f_79,1.0,0.0446632
unmod1_l3_f_80,1.0,1.0
unmod1_l3_f_81,1.0,0.149544
unmod1_l3_f_82,0.39086,1.0
unmod1_l3_f_83,1.0,0.0311835
unmod1_l3_f_84,0.969043,0.28374
unmod1_l3_f_85,1.0,0.0021423
unmod1_l3_f_86,0.534361,1.0
unmod1_l3_f_87,0.248384,0.000483235
unmod1_l3_f_88,0.467575,0.0279171
unmod1_l3_f_89,0.454001,1.0
unmod1_l3_f_90,0.185597,1.0
unmod1_l3_f_91,0.0369185,0.137801
unmod1_l3_f_92,0.540652,0.419715
unmod1_l3_f_93,0.690631,0.00762581
unmod1_l3_f_94,0.331648,1.0
unmod1_l3_f_95,0.173084,0.101424
unmod1_l3_f_96,0.645696,0.00289188
unmod1_l3_f_97,0.372429,0.188716
unmod1_l3_f_98,0.72243,0.686711
unmod1_l3_f_99,0.170981,0.792415
unmod1_l3_f_100,1.0,1.0
unmod1_l3_f_101,0.999999,1.0
unmod1_l3_f_102,0.221939,0.00935588
unmod1_l3_f_103,0.197969,1.0
unmod1_l3_f_104,0.767216,0.295922
unmod1_l3_f_105,1.0,0.0163725
unmod1_l3_f_106,1.0,0.58585
unmod1_l3_f_107,1.0,1.0
unmod1_l3_f_108,1.0,0.146477
unmod1_l3_f_109,1.0,0.233447
unmod1_l3_f_110,0.418933,0.569387
unmod1_l3_f_111,0.164473,0.0727998
unmod1_l3_f_112,0.786904,1.0
unmod1_l3_f_113,0.468929,0.901391
unmod1_l3_f_114,0.389867,0.0328986
unmod1_l3_f_115,0.214178,0.231293
unmod1_l3_f_116,1.0,0.416238
unmod1_l3_f_117,0.0183778,0.240081
unmod1_l3_f_118,0.0400725,0.00180592
unmod1_l3_f_119,0.353349,0.354272
unmod1_l3_f_120,0.111676,1.0
unmod1_l3_f_121,0.177314,0.828478
unmod1_l3_f_122,0.28022,1.0
unmod1_l3_f_123,0.0115014,0.00665261
unmod1_l3_f_124,0.283003,0.61659
unmod1_l3_f_125,0.0826741,0.560648
unmod1_l3_f_126,1.0,0.0556068
unmod1_l3_f_127,1.0,0.3515
unmod1_l3_f_128,0.770714,0.941376
unmod1_l3_f_129,0.3798,0.00976045
unmod1_l3_f_130,0.319938,0.398522
unmod1_l3_f_131,1.0,0.0155189
unmod1_l3_f_132,0.236794,0.00881018
unmod1_l3_f_133,0.743274,0.600533
unmod1_l3_f_134,1.0,0.416618
unmod1_l3_f_135,1.0,0.536827
unmod1_l3_f_136,0.291116,0.0503481
unmod1_l3_f_137,0.117456,0.00477678
unmod1_l3_f_138,1.0,0.511939
unmod1_l3_f_139,0.165834,0.0228
unmod1_l3_f_140,0.969774,0.0132254
unmod1_l3_f_141,0.714294,0.568874
unmod1_l3_f_142,0.201383,0.214575
unmod1_l3_f_143,1.0,0.606657
unmod1_l3_f_144,1.0,0.000932927
unmod1_l3_f_145,0.0372996,1.0
unmod1_l3_f_146,1.0,1.0
unmod1_l3_f_147,1.0,0.0612748
unmod1_l3_f_148,0.37758,1.0
unmod1_l3_f_149,0.426726,0.0634604
unmod1_l3_f_150,1.0,0.473585
unmod1_l3_f_151,0.103678,1.0
unmod1_l3_f_152,0.751362,0.0326352
unmod1_l3_f_153,0.867204,0.173663
unmod1_l3_f_154,1.0,0.0322549
unmod1_l3_f_155,0.326007,1.0
unmod1_l3_f_156,0.659647,0.177032
unmod1_l3_f_157,0.267904,1.0
unmod1_l3_f_158,0.631194,0.439394
unmod1_l3_f_159,1.0,0.0377699
unmod1_l3_f_160,0.999783,0.627626
unmod1_l3_f_161,0.792532,0.213721
unmod1_l3_f_162,1.0,0.00887832
unmod1_l3_f_163,0.165582,0.104304
unmod1_l3_f_164,0.78275,1.0
unmod1_l3_f_165,0.588716,1.0
unmod1_l3_f_166,0.420322,0.29386
unmod1_l3_f_167,0.926048,0.813951
unmod1_l3_f_168,1.0,1.0
unmod1_l3_f_169,0.999998,0.807808
unmod1_l3_f_170,0.386611,1.0
unmod1_l3_f_171,0.00972776,0.0149809
unmod1_l3_f_172,1.0,0.319101
unmod1_l3_f_173,0.595583,1.0
unmod1_l3_f_174,1.0,0.736973
unmod1_l3_f_175,0.712868,0.657094
unmod1_l3_f_176,0.719774,0.993137
unmod1_l3_f_177,1.0,0.46113
unmod1_l3_f_178,0.366133,0.139309
unmod1_l3_f_179,0.643692,1.0
unmod1_l3_f_180,1.0,1.0
unmod1_l3_f_181,0.999965,1.0
unmod1_l3_f_182,1.0,0.00137869
unmod1_l3_f_183,0.852986,1.0
unmod1_l3_f_184,0.680822,0.00158448
unmod1_l3_f_185,0.0789467,0.0935043
unmod1_l3_f_186,0.361591,0.260114
unmod1_l3_f_187,0.804966,0.203131
unmod1_l3_f_188,0.57067,0.957105
unmod1_l3_f_189,0.811138,0.7377
unmod1_l3_f_190,0.0912386,0.538494
unmod1_l3_f_191,0.785462,0.732308
unmod1_l3_f_192,0.300178,0.282065
unmod1_l3_f_193,0.776164,0.272318
unmod1_l3_f_194,1.0,0.0223605
unmod1_l3_f_195,0.0539568,0.0085755
unmod1_l3_f_196,0.854344,0.705974
unmod1_l3_f_197,1.0,1.0
unmod1_l3_f_198,0.0280904,0.0113997
unmod1_l3_f_199,0.517522,0.130183
unmod1_l3_f_200,1.0,0.152474
