Query_ID,q-value_ribo,q-value_yeast
unmod1_l3_f_0,0.578764,0.610193
unmod1_l3_f_1,1.0,0.130367
unmod1_l3_f_2,0.926183,1.0
unmod1_l3_f_3,1.0,1.0
unmod1_l3_f_4,0.0532101,0.397462
unmod1_l3_f_5,1.0,1.0
unmod1_l3_f_6,0.358839,0.755088
unmod1_l3_f_8,1.0,1.0
unmod1_l3_f_9,1.0,0.00141832
unmod1_l3_f_10,0.138427,1.0
unmod1_l3_f_11,1.0,0.00107164
unmod1_l3_f_12,0.045174,0.276986
unmod1_l3_f_13,0.1808,1.0
unmod1_l3_f_14,0.708845,0.951368
unmod1_l3_f_15,0.748251,0.00992099
unmod1_l3_f_16,0.238233,0.0562348
unmod1_l3_f_17,1.0,0.177528
unmod1_l3_f_18,1.0,1.0
unmod1_l3_f_19,0.952448,0.280443
unmod1_l3_f_20,0.977552,0.529478
unmod1_l3_f_21,1.0,0.257637
unmod1_l3_f_22,1.0,0.999999
unmod1_l3_f_23,0.0336101,0.358097
unmod1_l3_f_24,1.0,1.0
unmod1_l3_f_25,0.85459,0.021505
unmod1_l3_f_26,1.0,1.0
unmod1_l3_f_27,1.0,2.48127e-05
unmod1_l3_f_28,0.371589,1.0
unmod1_l3_f_29,0.278765,0.0154075
unmod1_l3_f_30,0.0367886,1.0
unmod1_l3_f_31,0.258369,0.0207766
unmod1_l3_f_32,0.999975,1.0
unmod1_l3_f_33,0.644625,0.00524778
unmod1_l3_f_34,0.449695,0.00499856
unmod1_l3_f_35,0.413484,1.0
unmod1_l3_f_36,0.18366,0.00680322
unmod1_l3_f_37,0.84433,1.0
unmod1_l3_f_38,0.191448,0.105557
unmod1_l3_f_39,1.0,1.0
unmod1_l3_f_40,0.514411,0.616452
unmod1_l3_f_41,1.0,0.000167874
unmod1_l3_f_42,0.693265,0.741869
unmod1_l3_f_43,0.0069472,0.000255188
unmod1_l3_f_44,1.0,0.389252
unmod1_l3_f_45,0.397808,1.0
unmod1_l3_f_46,0.0525084,1.0
unmod1_l3_f_47,0.385401,0.727946
unmod1_l3_f_48,1.0,0.0274129
unmod1_l3_f_49,0.111713,0.478064
unmod1_l3_f_50,0.999999,1.0
unmod1_l3_f_51,1.0,0.105164
unmod1_l3_f_52,1.0,0.98007
unmod1_l3_f_53,1.0,1.0
unmod1_l3_f_54,0.971587,1.0
unmod1_l3_f_55,0.420895,0.0481731
unmod1_l3_f_56,0.347158,0.0609565
unmod1_l3_f_57,1.0,0.502419
unmod1_l3_f_58,0.836476,1.0
unmod1_l3_f_59,0.250587,0.226919
unmod1_l3_f_60,0.236992,0.32046
unmod1_l3_f_61,1.0,1.0
unmod1_l3_f_62,1.0,0.0193902
unmod1_l3_f_63,1.0,1.0
unmod1_l3_f_64,0.831746,0.0162573
unmod1_l3_f_65,1.0,0.13481
unmod1_l3_f_66,0.747377,1.0
unmod1_l3_f_67,0.074734,0.152678
unmod1_l3_f_68,1.0,0.26255
unmod1_l3_f_69,0.800407,0.740188
unmod1_l3_f_70,1.0,0.293671
unmod1_l3_f_71,0.321305,0.00300093
unmod1_l3_f_72,0.828474,0.619568
unmod1_l3_f_73,0.999999,1.0
unmod1_l3_f_74,1.0,1.0
unmod1_l3_f_75,0.401522,0.648183
unmod1_l3_f_76,1.0,0.483957
unmod1_l3_f_77,0.24502,1.0
unmod1_l3_f_78,1.0,1.0
unmod1_l3_f_79,0.0393183,0.0276185
unmod1_l3_f_80,1.0,0.100573
unmod1_l3_f_81,0.999999,1.0
unmod1_l3_f_82,1.0,0.375389
unmod1_l3_f_83,1.0,0.0199652
unmod1_l3_f_84,1.0,0.863956
unmod1_l3_f_85,0.73355,0.038416
unmod1_l3_f_86,0.579487,1.0
unmod1_l3_f_87,0.817604,1.0
unmod1_l3_f_88,1.0,0.0599462
unmod1_l3_f_89,0.252038,0.0919294
unmod1_l3_f_90,1.0,0.679601
unmod1_l3_f_91,0.852986,0.068025
unmod1_l3_f_92,1.0,0.0806227
unmod1_l3_f_93,0.999976,1.0
unmod1_l3_f_94,0.429298,0.0171975
unmod1_l3_f_95,0.624917,0.962181
unmod1_l3_f_96,1.0,0.0821058
unmod1_l3_f_97,0.924292,0.205055
unmod1_l3_f_98,1.0,0.781124
unmod1_l3_f_99,0.425257,1.0
unmod1_l3_f_100,1.0,0.0218949
unmod1_l3_f_101,0.00276376,1.0
unmod1_l3_f_102,0.0412806,1.0
unmod1_l3_f_103,0.647558,0.328478
unmod1_l3_f_104,1.0,1.0
unmod1_l3_f_105,0.834323,0.445137
unmod1_l3_f_106,0.838438,0.166742
unmod1_l3_f_107,1.0,0.875291
unmod1_l3_f_108,1.0,0.568869
unmod1_l3_f_109,1.0,0.365575
unmod1_l3_f_110,0.771051,0.0170649
unmod1_l3_f_111,0.204347,0.158911
unmod1_l3_f_112,0.318429,1.0
unmod1_l3_f_113,0.273266,0.0935076
unmod1_l3_f_114,0.999999,0.69051
unmod1_l3_f_115,1.0,0.330806
unmod1_l3_f_116,0.712483,0.900744
unmod1_l3_f_117,0.806892,0.459235
unmod1_l3_f_118,0.4717,1.0
unmod1_l3_f_119,0.806288,0.272413
unmod1_l3_f_120,0.862774,0.00566591
unmod1_l3_f_121,1.0,0.0575761
unmod1_l3_f_122,1.0,0.663335
unmod1_l3_f_123,0.0127753,0.17588
unmod1_l3_f_124,0.154605,0.0120754
unmod1_l3_f_125,1.0,0.0361087
unmod1_l3_f_126,0.323537,1.0
unmod1_l3_f_127,0.70208,0.0828913
unmod1_l3_f_128,0.952078,0.397994
unmod1_l3_f_129,0.73485,0.0150876
unmod1_l3_f_130,0.0288387,0.0012244
unmod1_l3_f_131,0.579434,1.0
unmod1_l3_f_132,1.0,1.0
unmod1_l3_f_133,1.0,2.48066e-05
unmod1_l3_f_134,0.925132,0.78601
unmod1_l3_f_135,1.0,0.399346
unmod1_l3_f_136,1.0,1.0
unmod1_l3_f_137,0.945304,1.0
unmod1_l3_f_138,1.0,0.0506404
unmod1_l3_f_139,0.89892,0.581353
unmod1_l3_f_140,1.0,0.265771
unmod1_l3_f_141,1.0,1.0
unmod1_l3_f_142,1.0,0.340263
unmod1_l3_f_143,0.999996,1.0
unmod1_l3_f_144,0.336157,0.847214
unmod1_l3_f_145,1.0,0.446939
unmod1_l3_f_146,0.745905,0.0118411
unmod1_l3_f_147,0.0565943,1.0
unmod1_l3_f_148,0.655251,0.278057
unmod1_l3_f_149,0.156501,1.0
unmod1_l3_f_150,0.865972,1.0
unmod1_l3_f_151,0.0435095,1.0
unmod1_l3_f_152,0.573078,0.0380435
unmod1_l3_f_153,0.231259,1.0
unmod1_l3_f_154,0.573513,0.527156
unmod1_l3_f_155,1.0,0.901436
unmod1_l3_f_156,1.0,1.0
unmod1_l3_f_157,1.0,1.0
unmod1_l3_f_158,1.0,1.0
unmod1_l3_f_159,0.275285,0.287465
unmod1_l3_f_160,0.697974,0.630673
unmod1_l3_f_161,1.0,1.0
unmod1_l3_f_162,0.831921,0.0143397
unmod1_l3_f_163,1.0,1.0
unmod1_l3_f_164,1.0,1.0
unmod1_l3_f_165,0.0855408,0.0159254
unmod1_l3_f_166,1.0,1.0
unmod1_l3_f_167,0.581503,0.315584
unmod1_l3_f_168,0.476631,0.16569
unmod1_l3_f_169,1.0,1.0
unmod1_l3_f_170,1.0,0.419119
unmod1_l3_f_171,0.88365,0.0430471
unmod1_l3_f_172,1.0,1.0
unmod1_l3_f_173,1.0,0.00354063
unmod1_l3_f_174,1.0,0.167899
unmod1_l3_f_175,1.0,0.752978
unmod1_l3_f_176,0.779936,1.0
unmod1_l3_f_177,0.722467,0.221041
unmod1_l3_f_178,0.205181,1.0
unmod1_l3_f_179,1.0,0.0104292
unmod1_l3_f_180,1.0,0.015892
unmod1_l3_f_181,1.0,0.2768
unmod1_l3_f_182,0.0161192,0.0496339
unmod1_l3_f_183,0.724356,1.0
unmod1_l3_f_184,0.999984,1.0
unmod1_l3_f_185,0.17713,1.0
unmod1_l3_f_186,0.361659,0.284991
unmod1_l3_f_187,0.546445,1.0
unmod1_l3_f_188,1.0,0.724699
unmod1_l3_f_189,0.328275,0.000143874
unmod1_l3_f_190,1.0,0.0317021
unmod1_l3_f_191,0.0616686,0.133852
unmod1_l3_f_192,1.0,1.0
unmod1_l3_f_193,1.0,1.0
unmod1_l3_f_194,1.0,1.0
unmod1_l3_f_195,0.421202,0.0939432
unmod1_l3_f_196,1.0,0.0762519
unmod1_l3_f_197,0.110035,0.231777
unmod1_l3_f_198,1.0,0.195525
unmod1_l3_f_199,0.669613,1.0
unmod1_l3_f_200,1.0,0.0481346
unmod1_l3_f_201,1.0,0.00810244
unmod1_l3_f_202,0.360958,0.124085
unmod1_l3_f_203,0.559347,0.695792
unmod1_l3_f_204,1.0,0.79169
unmod1_l3_f_205,0.658858,1.0
unmod1_l3_f_206,1.0,0.662066
unmod1_l3_f_207,0.959732,0.668496
unmod1_l3_f_208,0.622341,1.0
unmod1_l3_f_209,1.0,0.635021
unmod1_l3_f_210,0.0673415,0.853324
unmod1_l3_f_211,1.0,0.139355
unmod1_l3_f_212,0.0864751,0.76398
unmod1_l3_f_213,0.565017,0.516151
unmod1_l3_f_214,1.0,1.0
unmod1_l3_f_215,1.0,1.0
unmod1_l3_f_216,0.640177,0.0603816
unmod1_l3_f_217,1.0,1.0
unmod1_l3_f_218,0.420839,0.472238
unmod1_l3_f_219,1.0,1.0
unmod1_l3_f_220,0.372312,0.4276
unmod1_l3_f_221,0.443303,1.0
unmod1_l3_f_222,0.846737,0.0034746
unmod1_l3_f_223,0.595877,1.0
unmod1_l3_f_224,1.0,0.00733021
unmod1_l3_f_225,1.0,0.999998
unmod1_l3_f_226,0.565875,1.0
unmod1_l3_f_227,0.352613,0.217031
unmod1_l3_f_228,0.0475374,0.546609
unmod1_l3_f_229,0.781446,0.667288
unmod1_l3_f_230,0.117937,0.704039
unmod1_l3_f_231,0.308784,1.0
unmod1_l3_f_232,0.321276,0.00562092
unmod1_l3_f_233,1.0,0.125999
unmod1_l3_f_234,1.0,0.123949
unmod1_l3_f_235,0.691381,0.00504955
unmod1_l3_f_236,1.0,0.0678779
unmod1_l3_f_237,1.0,0.567571
unmod1_l3_f_238,0.415326,0.114513
unmod1_l3_f_239,0.341081,0.0262955
unmod1_l3_f_240,0.304213,0.00857444
unmod1_l3_f_241,1.0,1.0
unmod1_l3_f_242,1.0,0.994626
unmod1_l3_f_243,0.149976,1.0
unmod1_l3_f_244,0.720169,0.0463027
unmod1_l3_f_245,1.0,0.0176342
unmod1_l3_f_246,1.0,0.532811
unmod1_l3_f_247,0.360199,0.475998
unmod1_l3_f_248,0.426789,0.734635
unmod1_l3_f_249,0.877713,0.558468
unmod1_l3_f_250,0.304101,0.024015
unmod1_l3_f_251,0.103377,1.0
unmod1_l3_f_252,1.0,0.0207736
unmod1_l3_f_253,1.0,1.0
unmod1_l3_f_254,0.457361,0.000175485
unmod1_l3_f_255,0.70814,1.0
