Query_ID,q-value_ribo,q-value_yeast
unmod1_l3_f_0,1.0,0.672709
unmod1_l3_f_1,0.224215,0.204165
unmod1_l3_f_2,0.869735,0.0877468
unmod1_l3_f_3,1.0,1.0
unmod1_l3_f_4,0.999996,1.0
unmod1_l3_f_5,0.0774717,0.878103
unmod1_l3_f_6,0.100863,0.00565743
unmod1_l3_f_7,1.0,0.681385
unmod1_l3_f_8,0.73727,0.0102802
unmod1_l3_f_9,0.361294,0.990038
unmod1_l3_f_10,1.0,0.507707
unmod1_l3_f_11,0.999975,1.0
unmod1_l3_f_12,0.18909,1.0
unmod1_l3_f_13,0.0985161,0.0269116
unmod1_l3_f_14,0.0979239,0.34492
unmod1_l3_f_15,0.796675,0.228791
unmod1_l3_f_16,1.0,0.416879
unmod1_l3_f_17,0.444976,0.0075491
unmod1_l3_f_18,0.362413,0.345634
unmod1_l3_f_19,0.45935,0.671239
unmod1_l3_f_20,0.600479,1.0
unmod1_l3_f_21,0.773162,0.00010867
unmod1_l3_f_22,0.226412,0.319913
unmod1_l3_f_23,0.35908,0.0577307
unmod1_l3_f_24,0.202254,1.0
unmod1_l3_f_25,1.0,0.821899
unmod1_l3_f_26,0.130161,0.882908
unmod1_l3_f_27,0.932814,0.0945396
unmod1_l3_f_28,1.0,0.0488594
unmod1_l3_f_29,0.441506,0.941876
unmod1_l3_f_30,0.709034,1.0
unmod1_l3_f_31,1.0,0.036826
unmod1_l3_f_32,0.999999,1.0
unmod1_l3_f_33,1.0,0.188829
unmod1_l3_f_34,1.0,1.0
unmod1_l3_f_35,0.0901404,1.0
unmod1_l3_f_36,0.999999,0.744226
unmod1_l3_f_37,0.395208,0.421533
unmod1_l3_f_38,0.295675,0.0929246
unmod1_l3_f_39,0.817872,1.0
unmod1_l3_f_40,0.360861,0.0426983
unmod1_l3_f_42,1.0,0.164004
unmod1_l3_f_43,0.318683,0.00260479
unmod1_l3_f_44,1.0,1.0
unmod1_l3_f_45,0.360288,0.0237468
unmod1_l3_f_46,0.514732,0.995872
unmod1_l3_f_47,1.0,1.0
unmod1_l3_f_48,0.122976,0.450063
unmod1_l3_f_49,1.0,0.253082
unmod1_l3_f_50,0.416556,1.0
unmod1_l3_f_51,0.902803,1.0
unmod1_l3_f_52,0.311322,0.138745
unmod1_l3_f_53,0.238072,0.627257
unmod1_l3_f_54,1.0,1.0
unmod1_l3_f_55,0.0107653,0.24019
unmod1_l3_f_56,1.0,0.396777
unmod1_l3_f_57,1.0,1.0
unmod1_l3_f_58,0.118383,0.557651
unmod1_l3_f_59,1.0,1.0
unmod1_l3_f_60,0.0817985,0.000655117
unmod1_l3_f_61,1.0,0.000476394
unmod1_l3_f_62,1.0,0.00071891
unmod1_l3_f_63,0.669389,0.549921
unmod1_l3_f_64,1.0,0.325369
unmod1_l3_f_65,0.999998,0.146795
unmod1_l3_f_66,1.0,0.0457622
unmod1_l3_f_67,1.0,1.0
unmod1_l3_f_68,0.468742,0.596217
unmod1_l3_f_69,0.111544,0.000289309
unmod1_l3_f_70,0.333227,1.0
unmod1_l3_f_71,0.804356,0.000350995
unmod1_l3_f_72,1.0,1.0
unmod1_l3_f_73,1.0,0.221646
unmod1_l3_f_74,0.649712,0.439913
unmod1_l3_f_75,0.134667,1.0
unmod1_l3_f_76,0.0989383,0.000109139
unmod1_l3_f_77,1.0,1.0
unmod1_l3_f_78,0.8051,0.916982
unmod1_l3_f_79,0.10128,0.0012697
unmod1_l3_f_80,0.522687,0.232313
unmod1_l3_f_81,0.156413,1.0
unmod1_l3_f_82,1.0,0.747674
unmod1_l3_f_83,0.539242,1.0
unmod1_l3_f_84,1.0,0.448998
unmod1_l3_f_85,1.0,0.654494
unmod1_l3_f_86,0.529981,0.621812
unmod1_l3_f_87,0.0291083,0.0119287
unmod1_l3_f_88,1.0,0.00213203
unmod1_l3_f_89,0.486187,0.283682
unmod1_l3_f_90,1.0,0.666964
unmod1_l3_f_91,0.381309,0.521107
unmod1_l3_f_92,0.145541,1.0
unmod1_l3_f_93,1.0,0.69922
unmod1_l3_f_94,0.418299,0.315306
unmod1_l3_f_95,1.0,1.0
unmod1_l3_f_96,0.0375142,0.180283
unmod1_l3_f_97,1.0,0.234267
unmod1_l3_f_98,1.0,1.0
unmod1_l3_f_99,0.762672,0.0452875
unmod1_l3_f_100,1.0,0.481654
unmod1_l3_f_101,0.0498873,0.0919508
unmod1_l3_f_102,1.0,1.0
unmod1_l3_f_103,0.439322,0.00122475
unmod1_l3_f_104,1.0,0.34891
unmod1_l3_f_105,0.548113,0.593626
unmod1_l3_f_106,0.0984258,0.578185
unmod1_l3_f_107,0.711871,0.0248417
unmod1_l3_f_108,0.156154,0.250114
unmod1_l3_f_109,0.468452,0.75444
unmod1_l3_f_110,0.999992,0.298886
unmod1_l3_f_111,1.0,1.0
unmod1_l3_f_112,0.550554,0.164218
unmod1_l3_f_113,1.0,0.302099
unmod1_l3_f_114,0.210078,1.0
unmod1_l3_f_115,1.0,1.0
unmod1_l3_f_116,0.209913,0.856185
unmod1_l3_f_117,0.0474338,0.177067
unmod1_l3_f_118,1.0,0.508439
unmod1_l3_f_119,0.38173,0.193297
unmod1_l3_f_120,0.742105,0.0257977
unmod1_l3_f_121,0.126353,1.0
unmod1_l3_f_122,0.999999,1.0
unmod1_l3_f_123,0.129883,0.372785
unmod1_l3_f_124,0.513704,0.0898062
unmod1_l3_f_125,1.0,1.0
unmod1_l3_f_126,0.503689,1.0
unmod1_l3_f_127,1.0,0.816972
unmod1_l3_f_128,0.439845,0.763324
unmod1_l3_f_129,0.581735,0.0175851
unmod1_l3_f_130,0.09686,0.232927
unmod1_l3_f_131,0.39431,0.121337
unmod1_l3_f_132,0.0970004,0.384155
unmod1_l3_f_133,1.0,0.0326064
unmod1_l3_f_134,1.0,0.783266
unmod1_l3_f_135,1.0,0.000736979
unmod1_l3_f_136,0.221202,0.0219961
unmod1_l3_f_137,0.332889,0.459328
unmod1_l3_f_138,1.0,0.158789
unmod1_l3_f_139,0.994861,0.0136796
unmod1_l3_f_140,1.0,1.0
unmod1_l3_f_141,1.0,0.655959
unmod1_l3_f_142,1.0,0.122775
unmod1_l3_f_143,0.803185,0.00550361
unmod1_l3_f_144,0.204539,0.409847
unmod1_l3_f_145,0.549973,1.0
unmod1_l3_f_146,1.0,0.341202
unmod1_l3_f_147,0.868314,0.0190452
unmod1_l3_f_148,0.665394,1.0
unmod1_l3_f_149,0.999999,1.0
unmod1_l3_f_150,0.368599,1.0
