Query_ID,q-value_ribo,q-value_yeast
STvleng_l3_f_0,0.753551,1.0
STvleng_l3_f_1,1.0,0.342586
STvleng_l3_f_2,0.269724,0.170091
STvleng_l3_f_3,1.0,0.202144
STvleng_l3_f_4,0.761039,0.000551327
STvleng_l3_f_5,1.0,1.0
STvleng_l3_f_6,0.876079,0.00698165
STvleng_l3_f_7,0.377207,1.0
STvleng_l3_f_8,1.0,1.0
STvleng_l3_f_9,0.392437,1.0
STvleng_l3_f_10,1.0,1.0
STvleng_l3_f_11,0.0100082,0.112669
STvleng_l3_f_12,1.0,0.0213914
STvleng_l3_f_13,0.564743,0.48955
STvleng_l3_f_14,1.0,0.0106916
STvleng_l3_f_15,0.438186,1.0
STvleng_l3_f_16,1.0,1.0
STvleng_l3_f_17,1.0,0.143617
STvleng_l3_f_18,0.826911,0.665975
STvleng_l3_f_19,0.861156,0.0640119
STvleng_l3_f_20,1.0,0.00889114
STvleng_l3_f_21,1.0,0.0702659
STvleng_l3_f_22,0.568512,1.0
STvleng_l3_f_23,1.0,0.20988
STvleng_l3_f_24,0.622718,0.128817
STvleng_l3_f_25,0.781475,0.423169
STvleng_l3_f_26,1.0,1.0
STvleng_l3_f_27,0.888505,0.759764
STvleng_l3_f_28,1.0,1.0
STvleng_l3_f_29,0.830932,0.215636
STvleng_l3_f_30,1.0,0.0594333
STvleng_l3_f_31,0.156272,0.597348
STvleng_l3_f_32,1.0,0.892999
STvleng_l3_f_33,1.0,0.084796
STvleng_l3_f_34,0.0384453,0.0414376
STvleng_l3_f_35,0.0160097,0.0538943
STvleng_l3_f_36,0.132079,0.627929
STvleng_l3_f_37,0.40381,0.389731
STvleng_l3_f_38,1.0,0.357247
STvleng_l3_f_39,1.0,0.0155097
STvleng_l3_f_40,1.0,1.0
STvleng_l3_f_41,0.567346,0.702899
STvleng_l3_f_42,1.0,1.0
STvleng_l3_f_43,0.856089,1.0
STvleng_l3_f_44,0.066923,0.154527
STvleng_l3_f_45,1.0,0.0774509
STvleng_l3_f_46,1.0,0.0872948
STvleng_l3_f_47,0.927653,0.228558
STvleng_l3_f_48,0.869637,0.276243
STvleng_l3_f_49,0.47967,1.0
STvleng_l3_f_50,0.0720805,1.0
STvleng_l3_f_51,1.0,0.458816
