Query_ID,q-value_ribo,q-value_yeast
STvleng_l3_f_0,0.287326,1.0
STvleng_l3_f_1,0.640903,0.0801506
STvleng_l3_f_2,0.306824,1.0
STvleng_l3_f_3,0.50236,0.289338
STvleng_l3_f_4,0.340464,0.231923
STvleng_l3_f_5,1.0,0.120399
STvleng_l3_f_6,0.0691031,1.0
STvleng_l3_f_7,1.0,1.0
STvleng_l3_f_8,0.99999,0.466394
STvleng_l3_f_9,1.0,1.0
STvleng_l3_f_10,1.0,0.102365
STvleng_l3_f_11,1.0,0.0573079
STvleng_l3_f_12,1.0,0.689004
STvleng_l3_f_13,0.99999,0.250197
STvleng_l3_f_14,0.222828,0.696168
STvleng_l3_f_15,0.674795,1.0
STvleng_l3_f_16,1.0,0.0196908
STvleng_l3_f_17,0.0710234,0.301391
STvleng_l3_f_18,0.563173,1.0
STvleng_l3_f_19,0.0121223,0.231755
STvleng_l3_f_20,0.512903,0.062515
STvleng_l3_f_21,1.0,1.0
STvleng_l3_f_22,1.0,0.461714
STvleng_l3_f_23,1.0,0.0343491
STvleng_l3_f_24,1.0,1.0
STvleng_l3_f_25,0.226144,1.0
STvleng_l3_f_26,1.0,1.0
STvleng_l3_f_27,1.0,1.0
STvleng_l3_f_28,0.877316,1.0
STvleng_l3_f_29,0.223904,0.133099
STvleng_l3_f_30,1.0,1.0
STvleng_l3_f_31,1.0,1.0
STvleng_l3_f_32,0.187489,0.258024
STvleng_l3_f_33,1.0,0.133576
STvleng_l3_f_34,0.380854,1.0
STvleng_l3_f_35,1.0,0.816523
STvleng_l3_f_36,1.0,0.990994
STvleng_l3_f_37,1.0,0.0885808
STvleng_l3_f_38,1.0,0.0212665
STvleng_l3_f_39,0.999995,0.435113
STvleng_l3_f_40,1.0,1.0
STvleng_l3_f_41,1.0,0.886411
STvleng_l3_f_42,0.0271602,0.0642952
STvleng_l3_f_43,0.105596,0.00716665
STvleng_l3_f_44,0.993318,0.653748
STvleng_l3_f_45,0.334511,1.0
STvleng_l3_f_46,1.0,0.00374194
STvleng_l3_f_47,1.0,0.835846
STvleng_l3_f_48,1.0,0.288769
STvleng_l3_f_49,1.0,0.545398
STvleng_l3_f_50,1.0,1.0
STvleng_l3_f_51,0.321365,1.0
STvleng_l3_f_52,0.823401,0.00893745
STvleng_l3_f_53,0.604982,0.0704905
STvleng_l3_f_54,0.991419,0.126471
STvleng_l3_f_55,1.0,0.171321
STvleng_l3_f_56,1.0,0.00164795
STvleng_l3_f_57,1.0,0.193579
STvleng_l3_f_58,0.639651,0.214235
STvleng_l3_f_59,0.23398,0.235652
STvleng_l3_f_60,0.555652,0.0492011
STvleng_l3_f_61,0.446002,1.0
STvleng_l3_f_62,1.0,0.138198
STvleng_l3_f_63,0.0814801,0.999999
STvleng_l3_f_64,1.0,0.0271631
STvleng_l3_f_65,0.366927,0.000363135
STvleng_l3_f_66,0.137544,0.444572
STvleng_l3_f_67,0.33885,0.000119843
STvleng_l3_f_68,0.22504,0.279379
STvleng_l3_f_69,1.0,0.508689
STvleng_l3_f_70,0.755609,0.0916469
STvleng_l3_f_71,0.535763,1.0
STvleng_l3_f_72,0.845615,1.0
STvleng_l3_f_73,1.0,0.289175
STvleng_l3_f_74,1.0,1.0
STvleng_l3_f_75,0.881788,0.00689785
STvleng_l3_f_76,1.0,0.30696
STvleng_l3_f_77,0.641531,1.0
STvleng_l3_f_78,0.319985,0.424148
STvleng_l3_f_79,1.0,1.0
STvleng_l3_f_80,1.0,0.0199017
STvleng_l3_f_81,1.0,1.0
STvleng_l3_f_82,0.0560572,0.62956
STvleng_l3_f_83,1.0,0.0908893
STvleng_l3_f_84,0.629904,1.0
STvleng_l3_f_85,0.122477,0.00534951
STvleng_l3_f_86,1.0,1.0
STvleng_l3_f_87,0.286359,0.675877
STvleng_l3_f_88,1.0,1.0
STvleng_l3_f_89,0.760344,0.707411
STvleng_l3_f_90,0.367569,0.142027
STvleng_l3_f_91,1.0,0.0530413
STvleng_l3_f_92,0.223066,0.050192
STvleng_l3_f_93,1.0,0.152352
STvleng_l3_f_94,0.686218,1.0
STvleng_l3_f_95,0.999999,0.999998
STvleng_l3_f_96,0.661701,0.430275
STvleng_l3_f_97,0.200813,1.0
STvleng_l3_f_98,0.4991,0.0342783
STvleng_l3_f_99,0.361094,0.515724
STvleng_l3_f_100,0.378174,0.31249
STvleng_l3_f_101,0.288579,0.144649
STvleng_l3_f_102,1.0,0.117129
STvleng_l3_f_103,0.45856,0.0455247
STvleng_l3_f_104,1.0,0.241938
STvleng_l3_f_105,0.638939,1.0
STvleng_l3_f_106,0.554857,0.647701
STvleng_l3_f_107,0.279665,0.400522
STvleng_l3_f_108,0.855993,0.462626
STvleng_l3_f_109,0.0902024,1.0
STvleng_l3_f_110,0.213991,1.0
STvleng_l3_f_111,0.336699,0.00189879
STvleng_l3_f_112,0.100395,0.175157
STvleng_l3_f_113,0.794905,0.17786
STvleng_l3_f_115,1.0,1.0
STvleng_l3_f_116,1.0,0.0993715
STvleng_l3_f_117,0.113097,1.0
STvleng_l3_f_118,0.349471,1.0
STvleng_l3_f_119,1.0,0.118342
STvleng_l3_f_120,0.999989,1.0
STvleng_l3_f_121,0.368078,0.229777
STvleng_l3_f_122,1.0,1.0
STvleng_l3_f_123,0.0649593,0.285221
STvleng_l3_f_124,1.0,1.0
STvleng_l3_f_125,0.202987,0.0688791
STvleng_l3_f_126,0.637318,1.0
STvleng_l3_f_127,0.399379,0.0161453
STvleng_l3_f_128,0.621564,0.981471
STvleng_l3_f_129,1.0,0.408764
STvleng_l3_f_130,1.0,0.468203
STvleng_l3_f_131,0.444776,0.94796
STvleng_l3_f_132,0.459125,1.0
STvleng_l3_f_133,0.700574,1.0
STvleng_l3_f_134,1.0,1.0
STvleng_l3_f_135,0.0778414,0.405569
STvleng_l3_f_136,0.270533,0.357157
STvleng_l3_f_137,0.140498,1.0
STvleng_l3_f_138,1.0,0.0226751
STvleng_l3_f_139,0.00998048,0.926064
STvleng_l3_f_140,1.0,0.00249518
STvleng_l3_f_141,0.623714,0.0434714
STvleng_l3_f_142,1.0,0.00114285
STvleng_l3_f_143,1.0,0.768808
STvleng_l3_f_144,0.999899,0.304603
STvleng_l3_f_145,0.174056,0.111944
STvleng_l3_f_146,1.0,1.0
STvleng_l3_f_147,0.450493,0.194638
STvleng_l3_f_148,0.405619,0.874699
STvleng_l3_f_149,0.0423492,0.198776
STvleng_l3_f_151,1.0,1.0
STvleng_l3_f_152,1.0,1.0
STvleng_l3_f_153,1.0,0.0665988
STvleng_l3_f_154,0.339723,0.324071
STvleng_l3_f_155,0.318601,0.0195814
STvleng_l3_f_156,1.0,1.0
STvleng_l3_f_157,1.0,0.967158
STvleng_l3_f_158,0.384997,0.700169
STvleng_l3_f_159,0.249691,0.0464661
STvleng_l3_f_160,0.119717,0.108381
STvleng_l3_f_161,0.0511993,0.0423128
STvleng_l3_f_162,1.0,0.00184302
STvleng_l3_f_163,0.833361,0.432983
STvleng_l3_f_164,0.199137,0.758426
STvleng_l3_f_165,0.0530243,0.62312
STvleng_l3_f_166,0.813606,0.0604785
STvleng_l3_f_167,0.991565,1.0
STvleng_l3_f_168,0.144239,0.0101891
STvleng_l3_f_169,0.0854216,0.00958059
STvleng_l3_f_170,0.517694,1.0
STvleng_l3_f_171,0.825745,0.366934
STvleng_l3_f_172,0.463681,0.641714
STvleng_l3_f_173,0.453398,0.00073881
STvleng_l3_f_174,1.0,0.104889
STvleng_l3_f_175,1.0,0.247361
STvleng_l3_f_176,1.0,0.0516988
STvleng_l3_f_177,1.0,0.873519
STvleng_l3_f_178,0.275131,0.0153655
STvleng_l3_f_179,1.0,0.911008
STvleng_l3_f_180,0.473404,0.607834
STvleng_l3_f_181,0.146907,0.143484
STvleng_l3_f_182,0.71544,1.0
STvleng_l3_f_183,1.0,0.0878677
STvleng_l3_f_184,1.0,1.0
STvleng_l3_f_185,1.0,1.0
STvleng_l3_f_186,0.727997,1.0
STvleng_l3_f_187,0.276244,0.0199256
STvleng_l3_f_188,1.0,1.0
STvleng_l3_f_189,1.0,0.614205
STvleng_l3_f_190,1.0,1.0
STvleng_l3_f_191,0.30682,1.0
STvleng_l3_f_192,0.201759,0.526386
STvleng_l3_f_193,1.0,0.0129726
