Query_ID,q-value_ribo,q-value_yeast
vleng_l3_f_0,0.711331,0.00623851
vleng_l3_f_1,0.433747,0.380817
vleng_l3_f_2,1.0,0.0593548
vleng_l3_f_3,0.412035,0.0288946
vleng_l3_f_4,1.0,0.0164986
vleng_l3_f_5,0.763218,0.0799535
vleng_l3_f_6,1.0,1.1822e-05
vleng_l3_f_7,0.199243,0.152165
vleng_l3_f_8,1.0,1.0
vleng_l3_f_9,1.0,1.0
vleng_l3_f_10,0.178013,1.0
vleng_l3_f_11,0.912882,0.167919
vleng_l3_f_12,0.053304,0.0781375
vleng_l3_f_13,0.208177,0.446296
vleng_l3_f_14,0.421296,0.7314
vleng_l3_f_15,0.560117,0.386525
vleng_l3_f_16,0.737013,0.164664
vleng_l3_f_17,0.44042,0.140329
vleng_l3_f_18,1.0,1.0
vleng_l3_f_19,0.475828,0.00848531
vleng_l3_f_20,0.570145,1.0
vleng_l3_f_21,0.414024,1.0
vleng_l3_f_22,0.11248,0.136195
vleng_l3_f_23,0.476513,0.690314
vleng_l3_f_24,0.81546,0.0204743
vleng_l3_f_25,1.0,0.0326521
vleng_l3_f_26,0.251284,0.538435
vleng_l3_f_27,0.59046,0.231944
vleng_l3_f_28,0.870596,0.0367174
vleng_l3_f_29,1.0,0.640414
vleng_l3_f_30,0.149372,0.0123686
vleng_l3_f_31,0.27425,0.569851
vleng_l3_f_32,1.0,0.523329
vleng_l3_f_33,0.117491,1.0
vleng_l3_f_34,1.0,1.0
vleng_l3_f_35,1.0,0.658904
vleng_l3_f_36,1.0,0.0419708
vleng_l3_f_37,0.853158,0.134708
vleng_l3_f_38,0.403539,0.684333
vleng_l3_f_39,0.00573942,0.00978256
vleng_l3_f_40,0.33137,0.710976
vleng_l3_f_41,1.0,1.0
vleng_l3_f_42,1.0,1.0
vleng_l3_f_44,0.99876,0.0558194
vleng_l3_f_45,0.549538,0.769665
vleng_l3_f_46,0.193385,0.525777
vleng_l3_f_47,0.609652,0.0075005
vleng_l3_f_48,0.128903,0.253472
vleng_l3_f_49,0.46069,0.386459
vleng_l3_f_50,0.639413,0.628309
vleng_l3_f_51,0.992822,0.474227
vleng_l3_f_52,1.0,0.770798
vleng_l3_f_53,0.13015,0.582066
vleng_l3_f_54,0.349773,0.0478129
vleng_l3_f_55,1.0,0.00777548
vleng_l3_f_56,1.0,1.0
vleng_l3_f_57,1.0,0.000987967
vleng_l3_f_58,0.529345,1.0
vleng_l3_f_59,0.118653,0.563325
vleng_l3_f_60,1.0,1.0
vleng_l3_f_61,1.0,0.00335041
vleng_l3_f_62,0.598291,0.00739069
vleng_l3_f_63,0.313631,1.0
vleng_l3_f_64,1.0,0.0118847
vleng_l3_f_65,1.0,0.031055
vleng_l3_f_66,1.0,0.347372
vleng_l3_f_67,0.00922212,0.0301825
vleng_l3_f_68,0.701162,0.0552806
vleng_l3_f_69,0.588533,0.59629
vleng_l3_f_70,0.43219,0.704441
vleng_l3_f_71,0.876925,0.295972
vleng_l3_f_72,1.0,1.0
vleng_l3_f_73,0.140727,0.971835
vleng_l3_f_74,0.883216,0.2367
vleng_l3_f_75,0.209679,0.16226
vleng_l3_f_76,0.95771,0.236254
vleng_l3_f_77,1.0,0.34722
vleng_l3_f_78,1.0,1.0
vleng_l3_f_79,1.0,0.035021
vleng_l3_f_80,0.902204,1.0
vleng_l3_f_81,1.0,0.230985
vleng_l3_f_82,0.0216303,0.51959
vleng_l3_f_83,1.0,0.180468
vleng_l3_f_84,1.0,0.115014
vleng_l3_f_85,1.0,0.00323566
vleng_l3_f_86,0.33321,1.0
vleng_l3_f_87,0.109026,0.00255418
vleng_l3_f_88,0.375937,0.0267347
vleng_l3_f_89,0.836734,0.22068
vleng_l3_f_90,0.161891,1.0
vleng_l3_f_91,0.0182651,0.0721936
vleng_l3_f_92,0.648092,0.619711
vleng_l3_f_93,0.659476,0.00135159
vleng_l3_f_94,0.273975,1.0
vleng_l3_f_95,0.0512924,0.090578
vleng_l3_f_96,0.384137,0.0490706
vleng_l3_f_97,0.344203,0.209783
vleng_l3_f_98,1.0,0.875225
vleng_l3_f_99,0.0423106,0.251435
vleng_l3_f_100,0.434648,0.766291
vleng_l3_f_101,1.0,0.798088
vleng_l3_f_102,0.0644075,0.00580863
vleng_l3_f_103,1.0,1.0
vleng_l3_f_104,1.0,0.681399
vleng_l3_f_105,0.253582,0.0176314
vleng_l3_f_106,1.0,0.13914
vleng_l3_f_107,0.830544,1.0
vleng_l3_f_108,1.0,0.0881617
vleng_l3_f_109,1.0,0.200531
vleng_l3_f_110,0.335833,0.800243
vleng_l3_f_111,0.158579,0.0465142
vleng_l3_f_112,0.816786,0.999999
vleng_l3_f_113,0.381813,1.0
vleng_l3_f_114,0.166527,0.026087
vleng_l3_f_115,0.150623,0.216726
vleng_l3_f_116,1.0,0.0535776
vleng_l3_f_117,0.00680169,0.265261
vleng_l3_f_118,0.0663553,0.0020865
vleng_l3_f_119,0.440548,0.311403
vleng_l3_f_120,0.208615,0.658643
vleng_l3_f_121,0.469149,0.943456
vleng_l3_f_122,0.473307,1.0
vleng_l3_f_123,0.11638,0.033466
vleng_l3_f_124,0.878592,1.0
vleng_l3_f_125,0.112411,0.468047
vleng_l3_f_126,1.0,0.0397264
vleng_l3_f_127,1.0,0.381465
vleng_l3_f_128,0.132926,0.433045
vleng_l3_f_129,0.216803,0.00583531
vleng_l3_f_130,0.0551572,0.339013
vleng_l3_f_131,1.0,0.0244533
vleng_l3_f_132,0.118809,0.00523652
vleng_l3_f_133,1.0,0.680396
vleng_l3_f_134,1.0,0.170112
vleng_l3_f_135,0.723164,0.87409
vleng_l3_f_136,0.138189,0.0121202
vleng_l3_f_137,0.00517574,0.000390625
vleng_l3_f_138,0.603302,0.562426
vleng_l3_f_139,0.0687197,0.0272427
vleng_l3_f_140,1.0,0.0191637
vleng_l3_f_141,1.0,0.64945
vleng_l3_f_142,1.0,0.0498373
vleng_l3_f_143,1.0,0.0864684
vleng_l3_f_144,1.0,0.000290527
vleng_l3_f_145,0.232407,0.610007
vleng_l3_f_146,0.919304,1.0
vleng_l3_f_147,1.0,0.520059
vleng_l3_f_148,0.498261,1.0
vleng_l3_f_149,0.319921,0.147496
vleng_l3_f_150,0.912632,0.494795
vleng_l3_f_151,0.0116703,0.976731
vleng_l3_f_152,0.930674,0.134776
vleng_l3_f_153,0.899926,0.0805586
vleng_l3_f_154,1.0,0.00566856
vleng_l3_f_155,0.220436,0.627571
vleng_l3_f_156,0.279853,0.203993
