Query_ID,q-value_ribo,q-value_yeast
vleng_l3_f_0,1.0,0.896129
vleng_l3_f_1,0.041182,0.170587
vleng_l3_f_2,0.40955,0.00114192
vleng_l3_f_3,1.0,1.0
vleng_l3_f_4,0.999999,1.0
vleng_l3_f_5,0.0607337,0.823032
vleng_l3_f_6,0.0379446,0.0111143
vleng_l3_f_7,0.999999,0.148262
vleng_l3_f_8,0.202525,0.0301272
vleng_l3_f_9,0.242487,1.0
vleng_l3_f_10,0.270062,0.884141
vleng_l3_f_11,0.999945,0.66172
vleng_l3_f_12,0.0655541,1.0
vleng_l3_f_13,0.00401334,0.00891239
vleng_l3_f_14,0.24693,0.378745
vleng_l3_f_15,0.841458,0.180737
vleng_l3_f_16,1.0,0.119059
vleng_l3_f_17,0.237184,0.00738993
vleng_l3_f_18,0.143784,0.0679237
vleng_l3_f_19,0.0481756,1.0
vleng_l3_f_20,0.119342,0.728183
vleng_l3_f_21,0.431726,5.85616e-05
vleng_l3_f_22,0.166796,0.128052
vleng_l3_f_23,0.395648,0.0211509
vleng_l3_f_24,0.0815836,0.571422
vleng_l3_f_25,1.0,0.511824
vleng_l3_f_26,0.0425305,0.212833
vleng_l3_f_27,0.44811,0.0171144
vleng_l3_f_28,1.0,0.18636
vleng_l3_f_29,0.0827702,0.966177
vleng_l3_f_30,0.845084,1.0
vleng_l3_f_31,1.0,0.00801708
vleng_l3_f_32,1.0,0.807904
vleng_l3_f_33,1.0,0.671435
vleng_l3_f_34,1.0,0.800529
vleng_l3_f_35,0.000848959,0.283813
vleng_l3_f_36,1.0,0.342487
vleng_l3_f_37,0.206379,0.505024
vleng_l3_f_38,0.411978,0.21973
vleng_l3_f_39,1.0,1.0
vleng_l3_f_40,0.327255,0.0558216
vleng_l3_f_41,1.0,1.0
vleng_l3_f_42,1.0,0.0715384
vleng_l3_f_43,0.174348,0.00189259
vleng_l3_f_44,1.0,1.0
vleng_l3_f_45,0.381036,0.0368859
vleng_l3_f_46,0.42092,0.496494
vleng_l3_f_47,1.0,1.0
vleng_l3_f_48,0.0657073,1.0
vleng_l3_f_49,0.998983,0.00541746
vleng_l3_f_50,0.631885,1.0
vleng_l3_f_51,1.0,1.0
vleng_l3_f_52,0.0354069,0.0297616
