unmod1,human,vleng,Andrev2015,muscle,pc3,channel_name
-0.24729523,-0.17164148,-0.16749002,-0.06532897,-0.013695801,-0.12917951,filter_0
-0.4441633,-0.23566765,-0.41743714,-0.13232717,0.032242343,0.020816734,filter_1
-0.28229967,-0.43087035,-0.043833192,-0.22960588,0.13697399,-0.118645296,filter_2
-0.062961444,-0.13865279,-0.05551552,-0.11843581,0.009592006,0.02730347,filter_3
-0.044558417,-0.027607435,-0.027476903,0.0012392888,-0.21550575,-0.028257642,filter_4
-0.026148295,0.0066378615,0.035568684,0.11464455,0.19316319,0.06334126,filter_5
-0.049825225,0.027364014,-0.05585889,-0.3689373,0.0696235,-0.21684363,filter_6
-0.019290356,-0.21116048,-0.05457836,-0.17008185,-0.23234114,-0.19053988,filter_7
0.15609257,0.20051843,0.04819702,-0.13226299,0.18228696,0.017782863,filter_8
-0.010336211,-0.054111302,-0.15287347,0.12431168,-0.03937976,0.113442205,filter_9
0.15789337,0.15484446,0.03939593,0.040303703,0.52332634,0.1667045,filter_10
0.037539266,0.014803468,-0.017340481,-0.12079611,-0.04424345,-0.062533796,filter_11
0.104951136,0.22678633,0.13628796,0.21006621,-0.24316125,0.13282037,filter_12
0.053168368,0.036286544,0.19358705,0.1154032,-0.029322112,-0.18205489,filter_13
0.056160815,-0.045540143,0.056331426,-0.024396414,-0.26051736,0.20742673,filter_14
-0.056572698,-0.13987222,-0.18424618,-0.20620729,0.2354483,-0.10478003,filter_15
0.15890326,0.046787966,0.12053746,-0.014234347,0.1235221,0.11530722,filter_16
0.009274263,0.065191336,-0.12653421,0.39722592,0.04686856,0.5055903,filter_17
-0.122545935,-0.2241727,-0.0041704345,-0.20489292,0.11662429,-0.18564932,filter_18
0.021968808,0.045614008,-0.039705515,0.021880025,-0.040161967,-0.027766285,filter_19
-1.7916565e-05,0.13416423,0.05653251,-0.15861717,0.36418346,-0.00097167713,filter_20
-0.037924353,-0.029396525,-0.08056941,0.07081364,0.12309755,0.0391447,filter_21
0.14715695,0.19396563,0.19211513,0.14078784,0.023301538,-0.030160852,filter_22
-0.081302464,0.1533542,-0.0113405725,-0.0038299244,-0.084682405,-0.039906364,filter_23
0.28993198,0.39341018,0.33931637,0.05436024,-0.06489259,0.19313255,filter_24
-0.06867042,-0.017625747,0.03630304,0.21607189,-0.15468358,0.06899847,filter_25
-0.041826602,0.07658632,0.06616615,0.051086877,0.11170148,0.043792795,filter_26
0.07712434,-0.11600375,0.06420104,-0.11724481,-0.23665039,-0.07965852,filter_27
0.11996126,0.1374429,0.20125504,-0.017594278,-0.018848507,0.12424029,filter_28
0.18202008,-0.041512053,0.1980218,-0.11937429,-0.0804632,-0.11992029,filter_29
0.1828913,0.2696287,0.1802214,0.2371773,0.1216752,0.30121216,filter_30
-0.01160889,0.05972056,0.10906981,-0.3014095,0.049669154,-0.1525435,filter_31
0.5238496,0.52001566,0.35288963,0.059166115,-0.28384078,0.12465253,filter_32
-0.22576837,-0.069476664,-0.13290924,0.10197098,-0.11751273,-0.04853981,filter_33
