unmod1,human,vleng,Andrev2015,muscle,pc3,channel_name
0.27369478,0.14114541,0.23391147,0.15629834,-0.002065151,0.104059845,filter_0
0.016034173,0.0012042351,0.16059878,0.21463685,-0.16264646,0.27092093,filter_1
0.095813066,0.010333066,0.13157658,-0.13929819,-0.070058055,-0.12776415,filter_2
-0.044239733,-0.029294921,-0.040892407,0.20720254,0.039824195,0.02386314,filter_3
0.36782017,0.3258058,0.3395622,0.08819354,0.012854824,0.030891981,filter_4
-0.2467934,-0.055401307,-0.106670685,0.2781972,0.56681186,0.38818744,filter_5
0.08688565,0.06942906,0.026892012,-0.04750338,0.2244411,0.29663897,filter_6
-0.13225798,-0.08507165,-0.20259188,-0.060229726,0.075112544,-0.14384487,filter_7
0.16782674,0.12276539,0.1027771,-0.19604339,-0.13374057,-0.07677452,filter_8
0.17460592,0.1289489,0.17786635,-0.0016842679,0.04794688,-0.076497875,filter_9
-0.07842898,-0.094672665,-0.07778848,-0.24030495,0.18915147,-0.03813568,filter_10
0.17571187,0.10193885,0.119408295,-0.11150662,-0.1977521,0.10770251,filter_11
-0.37441915,-0.17080441,-0.2588472,0.14618212,0.0016708068,0.13457318,filter_12
0.24962644,0.06772554,0.19516309,-0.07215009,0.2694001,-0.07005784,filter_13
0.16376062,0.1086808,0.17001937,0.23899536,0.27178332,0.15657686,filter_14
0.10041401,0.14568812,0.16042137,-0.20308855,-0.09360133,-0.008785124,filter_15
0.06418334,0.009691241,0.060180023,0.059290495,-0.23483266,0.114667244,filter_16
-0.30063835,-0.019575482,-0.3583694,0.24150601,-0.080722205,0.37019777,filter_17
-0.025596997,-0.019045785,-0.03978643,-0.050843064,-0.23570855,0.1797,filter_18
-0.12636767,-0.07962832,0.05355247,0.0057412065,0.30418807,0.12960398,filter_19
0.25669065,0.17610537,0.28716388,-0.061007027,0.36013576,0.16737004,filter_20
-0.09414163,-0.090633966,-0.2150371,-0.011469239,0.06403107,-0.043360822,filter_21
-0.25388926,-0.29010388,-0.28186113,0.13792668,0.07905953,-0.22663522,filter_22
0.18575719,-0.079679705,0.20657064,0.054139763,-0.25402424,0.17860915,filter_23
-0.018328013,-0.262252,-0.034286212,-0.12877889,0.0061130123,-0.14432652,filter_24
-0.023224643,0.01711948,0.030719774,-0.07816235,-0.2621184,0.008800086,filter_25
0.11838071,-0.043789238,-0.05676808,-0.062025502,0.22690576,-0.27071735,filter_26
-0.14690258,-0.113689095,-0.13427696,0.08540345,0.026206976,0.07433888,filter_27
0.010297648,-0.12593895,0.034927264,0.0053895186,-0.2367115,0.075528584,filter_28
-0.118460655,-0.048102334,-0.17009959,-0.09925104,0.39109543,-0.08746611,filter_29
0.16713358,0.014413156,0.05035819,-0.15661232,-0.18880595,0.11317597,filter_30
-0.0034931938,0.12013407,0.02984297,0.089467905,0.09980356,0.1105878,filter_31
-0.06858552,0.07627775,0.084059864,-0.098068155,0.17459637,-0.097126804,filter_32
0.08407756,0.21803561,0.025592804,-0.034220062,0.058462664,-0.08138053,filter_33
-0.28429818,-0.20401286,-0.42202836,-0.2311383,0.1279412,-0.2838097,filter_34
0.046620294,0.141939,0.02259636,0.08117316,-0.19902012,-0.20960586,filter_35
-0.021423062,-0.10358466,-0.14594586,-0.006665838,0.1445039,0.13932693,filter_36
-0.31558728,-0.23637366,-0.25333357,-0.00063916424,0.15153812,0.028490502,filter_37
0.13644981,0.07832595,0.07969879,0.12875907,0.09906227,0.06275391,filter_38
0.11309669,0.31304732,0.20115887,-0.06542962,-0.31933808,-0.08640125,filter_39
-0.034640856,-0.09217494,-0.071236126,-0.0991432,-0.0052155755,-0.15066156,filter_40
0.09856454,0.075041726,0.0039127837,-0.033654235,0.07494104,0.13155384,filter_41
0.24159603,0.1546026,0.24985825,-1.3312616e-05,-0.1508353,-0.009994166,filter_42
0.1741231,0.28159708,0.08919653,0.05754467,0.14673655,-0.046311885,filter_43
0.17768076,0.09322653,0.1937677,-0.13062602,-0.029162902,0.030010574,filter_44
