Y_true,Y_pred,with_uAUG,scaled_mfe
-1.3312044315910867,-1.5549743,1.0,-0.8421216078786281
-1.1511207877657377,-0.9722215,1.0,0.7261684679272115
-1.6208191376801375,-1.3254359,1.0,-1.1936349696448287
-1.854016049632132,-1.646323,1.0,-1.9237010238554748
-1.0495662641915615,-1.2913747,1.0,-1.3288323966419346
0.7230658820822814,1.0202293,0.0,0.4557736139329998
-0.6379230520648553,-0.58618003,1.0,1.2128791277562043
-1.6504337528204724,-1.5372272,1.0,-1.30179306596369
0.6547439583863871,0.4949705,0.0,0.21241821955134652
0.4377941802052857,0.5826409,0.0,-0.8962007849723724
-1.4338665628796206,-1.3455813,1.0,-0.8150822772003834
-0.8602562152773103,-0.71456957,1.0,-0.5987663424312886
-1.946363871482208,-1.8801775,1.0,-0.5717267538844164
0.508926530026684,0.62933314,1.0,-0.4094899962090659
-1.5559401136823168,-1.604619,1.0,-2.5456094974845147
-1.6289982794707991,-1.2984626,1.0,0.320576186935894
-2.1683576228043253,-1.9295881,1.0,-2.0318588623057083
-1.885990767802844,-1.7378128,1.0,-2.3292933048467925
0.8429542258284519,0.9292684,1.0,1.0236027815339817
-1.586247868633021,-1.5653052,1.0,-0.2202136499868432
0.5637498712510618,0.5877022,1.0,0.4557736139329998
-1.99624229054598,-1.4677591,1.0,-0.0038977152177483354
-1.2471695836375796,-1.0894586,1.0,0.3476156465484524
-1.9267333458370888,-1.8634119,1.0,-0.4094899962090659
0.8681443345936523,0.8226866,1.0,0.3476156465484524
-1.531813472331925,-1.732995,1.0,-1.4369904929607955
0.7478699570273983,0.7212045,0.0,-0.057976634442865174
-1.9302917704266416,-1.6497729,1.0,-1.004358623422606
-1.7021840685118597,-1.519604,1.0,-0.057976634442865174
-1.8246935895926841,-1.9635272,1.0,1.8888663272088904
0.8820918762338326,0.8404892,0.0,-0.057976634442865174
0.8794186459047316,0.90880376,1.0,-0.8962007849723724
0.4326772664090055,0.6105278,1.0,-0.8421216078786281
-1.8739667896067158,-1.6242447,1.0,0.2935367273233355
-1.6511072169265673,-0.8115996,1.0,0.1312997117793575
-0.6644380897965187,-1.2672312,1.0,0.07722079255424068
-1.7073872052774044,-1.4405932,1.0,-1.274753477416818
-1.0587681344673676,-1.1627086,1.0,0.18537863100447435
-1.775708955072819,-1.4152677,1.0,-1.4640298236390406
-1.691338774519089,-1.5834496,1.0,0.5098525331581166
0.9655009008241999,0.95899755,1.0,1.348076619220467
0.9222539486782936,0.917257,0.0,0.4016945657735692
-1.7195586870679638,-1.4063609,1.0,0.6450499601552225
0.07283539798463311,-0.24917708,1.0,-0.8150822772003834
-1.1172232893893617,-1.5028596,1.0,0.07722079255424068
-0.8027014710164914,-1.2713373,1.0,-0.5446874232061717
-0.7650393303527343,1.0383837,1.0,0.3746551061610108
-0.7985353714517892,-1.0383813,1.0,1.348076619220467
-1.2795871745058751,-0.47436655,1.0,-0.977319034875734
-0.8740750935501809,-1.1072705,1.0,-1.0854771311945952
0.9643082706543408,0.85461015,0.0,2.078142705664692
-0.8939274793357305,-0.70732015,1.0,-1.0584375426477228
0.6531979248344781,0.7679052,0.0,1.8888663272088904
-1.6340808502095323,-1.4813678,1.0,-0.35541107698394897
-1.8636238911122056,-1.8072987,1.0,-0.8150822772003834
-0.5223840481238388,-0.7453695,1.0,0.6720894197677809
-1.5891736689667515,-1.2982438,1.0,-1.8696221046303583
-1.7945819385657633,-1.6799824,1.0,-1.166595638966584
-0.9427262750638924,-1.0205219,1.0,-1.1936349696448287
0.12606076142336772,-0.33276904,1.0,0.07722079255424068
-1.4302972416664967,-1.5681126,1.0,-1.1936349696448287
-1.1899120782674903,-1.4706764,1.0,-2.7078459972912383
0.5716262315692497,0.28930128,0.0,-0.16613447289309882
0.7980886411575091,0.77818733,0.0,-0.4906085039810549
-1.0296211375769606,-1.1783264,1.0,0.6991290083146531
-1.4944528019733332,-1.5384324,1.0,-1.3288323966419346
0.053425712025520385,0.5132341,1.0,0.4016945657735692
1.099406384122293,0.8547564,0.0,-0.112055553667982
0.049952624633610665,-0.107801035,1.0,1.0236027815339817
-1.5801582247641868,-0.8880619,1.0,0.4287341543204414
1.0088039416451624,0.46526492,1.0,0.2935367273233355
