Y_true,Y_pred,with_uAUG,scaled_mfe
-0.10426920738161892,-1.287225,1.0,-0.923240115650617
-1.788496757157109,-1.086443,1.0,1.753668900211785
0.4913095891793898,0.59859866,0.0,-1.5451483314110297
-0.6844454266118419,-0.18880068,1.0,-0.19317406143997098
-1.1183333249339928,-0.7028038,1.0,-0.4906085039810549
-1.0150562107785237,-0.74960095,1.0,1.1858396681436458
0.7174163501250969,0.90090704,0.0,0.320576186935894
-1.3955958285761128,-1.4380956,1.0,-1.0584375426477228
-1.6896185690220626,-0.7991969,1.0,0.9965633219214232
0.7969292110598413,0.75645953,0.0,-0.057976634442865174
-1.2936723542135242,-0.8860124,1.0,1.0506422411465401
-0.32774595334850765,-0.83188045,1.0,0.1312997117793575
-1.3265202750199423,-0.6137453,1.0,-0.4906085039810549
-1.3667050649688683,-1.0579811,1.0,-0.2202136499868432
-1.3760213965125492,-0.8455214,1.0,2.18630065693245
-1.7185073589474869,-0.86601883,1.0,-0.4094899962090659
-1.1701485596363213,-0.026524149,1.0,0.5639315813175473
-1.4352633145059632,-1.2391825,1.0,-0.8150822772003834
1.0249007552285645,0.79624677,0.0,0.6720894197677809
-2.0516929108252,-0.8343114,1.0,-0.5717267538844164
-1.330036284658907,0.019035779,0.0,-1.9237010238554748
-1.948143971775972,-0.83241713,1.0,-1.3288323966419346
-1.4431719008420645,-1.1602601,1.0,-0.19317406143997098
-1.3939206774341015,-0.77199274,1.0,-1.3558719851888068
-1.3272610080808809,-0.80724925,1.0,-0.5717267538844164
-1.9840893234095045,-1.0604148,1.0,1.1047212893059706
0.7541587360180527,0.3753602,1.0,-0.5176478346592995
-1.0677794123094886,-0.93129915,1.0,1.6725504569069525
0.8473568460360592,0.689581,0.0,1.4832740462175729
-1.7952395739252824,-0.89503676,1.0,0.18537863100447435
-1.5593120335802857,-1.2914585,1.0,1.1858396681436458
-1.9407112944652718,-1.1490573,1.0,0.6450499601552225
-1.8768855225185408,-1.3929883,1.0,0.3476156465484524
1.3577772812340951,0.7858595,0.0,1.2939976355281932
-1.3823708043761302,-1.0053052,1.0,-0.5176478346592995
0.8229454109734118,0.79336864,0.0,-0.6528452616564054
0.5739250633013832,-0.109152265,1.0,0.1312997117793575
-1.6504889327125465,-1.2088734,1.0,1.0236027815339817
-0.3843977379879866,-0.7428524,1.0,-0.7610033579752666
-1.4935966759302342,-1.2840171,1.0,-2.761925174384982
-1.73947300037017,-1.1105562,1.0,0.536891992770675
0.7731083176118929,0.7734973,0.0,0.5909710409301057
-1.9350625938678998,-0.9766304,1.0,1.0776817007590984
0.959294772992154,0.8083849,0.0,-0.5717267538844164
-1.2828942299305184,-0.28428558,1.0,-1.1936349696448287
-0.8701757785387811,-0.7168683,1.0,-0.3283714884370769
