Y_true,Y_pred,with_uAUG,with_GCC,with_GGC,with_CGG,with_GGG,with_CCC,with_TTT,with_AAA,recon_acc
7.836029187649999,7.4124856,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,101
7.554195795589999,6.712728500000001,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,101
7.70679303325,7.3471020000000005,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,92
8.4781627824,8.222336,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,98
8.516400176869999,7.482874000000001,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,100
3.44526456215,4.466983,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,97
4.49518523937,3.1893472999999997,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,99
7.784030103260001,7.5790186,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,101
4.12567542636,4.6951065000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98
6.260120595669999,5.828061,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,98
5.12948563325,5.1977614999999995,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,100
3.5096678491000004,5.206197,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,99
3.86581150421,2.8910747000000003,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,99
3.53044648461,3.9806647000000006,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,98
5.90318965375,4.785971,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,98
5.17709929748,4.943554,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,99
7.70917153215,7.2935175999999995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,96
7.47179665739,7.5031133,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,98
4.3691741011300005,5.634995,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,97
4.82383797673,4.344981,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,100
5.3775988947,5.8438087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96
7.54416479778,7.603718799999999,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,101
7.331815123789999,7.31185,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,98
6.88243987492,7.454066,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,99
6.01081714658,5.648128,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,101
7.41239335605,7.5703516,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100
4.56565062576,5.016678,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,98
8.34381152538,7.71932,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100
7.925975268460001,7.964328999999999,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,95
3.58785178456,2.8254900000000003,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,99
8.22349621116,7.670648599999999,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,98
3.99641174526,5.779683599999999,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,99
4.04977952002,5.263162599999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,100
3.87775654268,3.7531457,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100
4.525439073819999,7.0121865,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,98
4.1057762574800005,4.6839886,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,101
8.58069814703,8.212727000000001,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,101
4.2529552428500015,5.328544,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,101
4.27974201803,5.0270863,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,97
7.66971609881,7.456489599999999,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,99
5.63065937739,5.4867144,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,97
5.01308011096,5.907805000000001,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100
7.92952247525,8.116885,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,99
7.84559992753,7.62759,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,98
7.64341571763,7.8445735,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100
6.17761677518,6.209147,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100
8.14204395429,7.8237023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100
7.467368563160001,7.588790400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
5.10810767992,5.756443,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,98
3.80481003394,3.0612764,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,99
8.32842606568,7.886611,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,100
7.84643055666,8.230077,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,101
7.59295915605,7.5740814,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,100
5.29600377427,4.887242,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,99
8.09805152873,7.960468,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,99
5.862858998330001,6.784897999999999,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,99
3.5953834665900004,3.3280477999999993,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,96
8.14796375977,7.9754553,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,95
4.89411686509,4.5414515,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99
7.52711117868,6.7071533,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100
7.99754264536,8.867142999999999,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,101
5.4654502913,7.5432158,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,100
7.6824163796,7.375068700000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,97
7.922920405269999,7.7049330000000005,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,99
8.09092675388,8.428283,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100
7.448968281900001,7.7843447,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,97
6.1892612112,6.8332353,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,98
6.8343836152999975,7.1517367,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,96
7.501962007110001,7.701873,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,100
4.60837306527,5.585969,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,100
3.91447092949,4.7712736,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100
7.57085322531,7.784730000000001,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,99
7.323533922110001,7.5841694,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,99
4.33194832921,4.681179,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,99
5.19166281125,4.9818430000000005,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,100
7.67005470014,7.366089,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,98
7.014105259269999,7.373344400000001,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,101
3.78302702504,4.0784335,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,97
7.221176067210001,7.5901833,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,101
5.84148762337,7.353737400000001,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,101
7.017632229439997,7.681371700000001,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,95
6.95047253698,7.1851954,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,98
4.26960563408,5.183676999999999,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,100
4.48448219246,6.2546787,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,99
4.7308603117,5.046693,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,100
7.5165229525,7.818362,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,96
3.68771026009,4.6753197,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,99
5.945675326569999,6.493562,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,100
2.95988909749,4.225478599999999,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,98
8.50249277413,8.184264,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,99
7.605409333810001,7.336026700000001,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,99
7.92409059362,8.005557000000001,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,99
7.82878555116,7.8912106,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100
5.43189052272,6.5561419999999995,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,99
8.28929000767,7.622730000000001,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,91
4.05007372465,8.303295,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,101
6.796260568150001,7.6079907,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,98
7.54404090142,7.0073967,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,101
7.68494841612,7.793840400000001,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,98
7.66161913281,6.8401985,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,99
5.3056439436,5.611208,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,100
5.67166343865,6.938522,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,101
6.995114758200001,7.4079857,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,98
5.4222693257599985,4.878158,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,97
4.84951488191,4.183662,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,100
4.64709648311,5.8187175,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100
6.80316272875,7.009405999999999,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,97
6.9691335364,5.851355,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,99
8.254872288200001,8.164829,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,98
8.05568543351,7.973592,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,99
3.82918831786,3.8447542,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,101
4.80847167064,4.9288373,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,99
8.25931972009,7.5319242,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100
5.808824336880001,5.2297654,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,99
7.648134369839997,7.832605,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99
6.382545713180001,7.558737,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,101
8.68314530892,7.945078,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97
3.4534307872600003,3.4162807,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,100
8.24741036013,7.687233999999999,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,100
3.26889146288,3.7865443,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,98
5.18487913256,4.689675,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,98
7.06361490662,5.5558496,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100
6.84258797757,7.3824835,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,100
7.562470944419999,8.000388000000001,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,101
8.03465529506,7.997064,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,100
8.217328598069999,7.626007,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,99
4.3827763212300015,4.892629,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,100
4.36950448066,5.2873206,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,101
7.388943256,8.203603,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,101
7.45833465553,7.871311,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,98
7.460034368139999,7.586162,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,101
6.5323829552,5.8554235,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,96
8.28639293088,7.350998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100
8.071241049380001,7.218342,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,100
3.90578589575,5.5233665,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100
8.14839766123,7.6437539999999995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,101
6.733309307050001,7.242710000000001,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,101
3.69179161267,4.8958900000000005,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,99
7.27403104381,8.359049,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,99
7.570229605060001,7.478994,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,98
7.72490890252,7.625456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100
6.55447530427,7.270862599999999,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,98
6.0256966295700005,6.3040614,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99
8.227877248239999,8.161735,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99
5.838808703890001,5.5318537,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,98
6.86188411712,6.436051,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,97
7.116660637010001,7.194783999999999,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,101
