Y_true,Y_pred,with_uAUG,scaled_mfe
-1.0837017287750308,-1.0520416,1.0,-0.4635689154341827
-1.8048790888646409,-1.2532634,1.0,-0.5176478346592995
-1.256398051971911,-1.1519849,1.0,0.3476156465484524
-0.8504264452060066,-0.78112465,1.0,0.9424842737619926
-1.1600667839449357,-1.4287944,1.0,-0.030937045895992974
-1.7342584282040832,-0.85637546,1.0,-1.0313982119694782
-1.0473521206783192,-0.8891779,1.0,-1.6533061698612632
-1.5916469020999984,-1.1746968,1.0,-0.5987663424312886
-1.075516582168172,-1.2046583,1.0,-0.112055553667982
-1.8719715998885231,-1.2473352,1.0,0.1312997117793575
-1.7038550401179349,-1.4645976,1.0,-0.4094899962090659
-1.5390568391259691,-0.8937491,1.0,-0.27429256921196005
-1.2393159949668922,-0.9974698,1.0,-1.4099509044139236
0.21380029333465625,0.26356855,1.0,-0.0038977152177483354
-1.9848466157763118,-1.0116518,1.0,-1.4369904929607955
-0.26816188458651063,-0.47305483,1.0,-2.437451143297026
-1.9707964891331091,-1.2922788,1.0,0.10426038110111288
-1.4321204657168574,-1.0480481,1.0,-1.4910694121859127
0.5067301087108685,0.82701594,0.0,-0.4635689154341827
-1.2810203932117252,-0.65170014,1.0,0.050181204007368495
0.932140824779636,0.8404602,0.0,1.0506422411465401
-0.9603914245327084,0.16191262,1.0,0.1583393003262297
0.20982969469768112,0.7657502,1.0,0.6991290083146531
0.6360230920373203,0.6588188,0.0,0.7802473871523283
-1.0194819114113498,-0.51972437,1.0,-0.977319034875734
-1.408024072773929,-1.4940673,1.0,0.10426038110111288
1.0160765273226555,0.8576718,0.0,-1.5451483314110297
-2.3492962841529934,-1.4544803,1.0,-0.4906085039810549
-2.10982105762174,-1.3390687,1.0,1.0236027815339817
-1.2923804402733576,-1.0088747,1.0,-0.057976634442865174
-1.667162424845669,-1.343695,1.0,-0.16613447289309882
-1.95453281684892,-1.1982921,1.0,-0.1390951422148542
-1.7183864372338622,-1.1145204,1.0,-0.4906085039810549
-1.904866890722712,-1.2450297,1.0,0.5098525331581166
-1.7152584625457423,-1.1354901,1.0,0.2394576791639049
-0.9180789456745588,-0.6188612,1.0,-0.7880426886535112
-1.5397241117573464,-1.2658485,1.0,-1.9777802009492191
-1.4908458393749595,-1.2177215,1.0,-1.2477138888699455
-0.7078186395314392,-0.6593479,1.0,-3.032320028379194
0.8095644595620856,0.3748983,1.0,0.834326435311759
0.8957964862220418,0.7175109,0.0,0.5639315813175473
-1.3311383181394607,-0.67663056,1.0,1.3751160788330254
-1.3056753279821842,-0.988086,1.0,-1.0584375426477228
-1.053307697078011,-0.7992059,1.0,-1.274753477416818
-2.008667282112861,-1.1950177,1.0,-0.8150822772003834
-1.242798790717699,-1.2861253,1.0,-0.5446874232061717
0.4030161895034969,0.50461686,1.0,-0.6528452616564054
-0.9408225721298332,-1.1297698,1.0,-0.3283714884370769
-1.796016736798071,-1.3472109,1.0,-1.004358623422606
-0.8370876748288212,-1.0777303,1.0,-0.030937045895992974
-1.0781545622007451,-1.0075078,1.0,0.9695238623088648
-1.894749972929376,-1.5209804,1.0,1.4291950625252992
-1.500999885704387,-1.1551101,1.0,-0.0038977152177483354
-2.0228507994372458,-1.2577888,1.0,-1.6803457584081354
-1.3533044034277188,-1.0887111,1.0,0.07722079255424068
-1.370997199933511,-0.8869962,1.0,0.536891992770675
-1.7909662020333612,-1.0685515,1.0,-1.1125164618728398
0.7675491037715699,1.0256473,0.0,0.1312997117793575
-1.2055628161820853,-1.1236107,1.0,0.6991290083146531
-1.7343271063875778,-1.2773641,1.0,-0.19317406143997098
-1.3325863479223838,-0.5354881,1.0,0.8613658949243174
-1.6986490355041493,-1.3897431,1.0,-1.4640298236390406
-1.3854522875741595,-1.0761492,1.0,0.6180105005426639
-1.5316636272398605,-1.0694125,1.0,1.1047212893059706
-1.8587247795077941,-1.5213565,1.0,0.26649713877646336
0.8014511879510879,0.72760195,0.0,-0.5176478346592995
-1.3942817778367118,-1.2967073,1.0,0.050181204007368495
0.6052479633781637,0.6629609,0.0,-0.923240115650617
-2.106840303214946,-1.2345892,1.0,1.1047212893059706
-1.0472547587685177,-0.97539365,1.0,-0.030937045895992974
-1.0566652950161683,-0.9842241,1.0,0.5639315813175473
-0.9125456890000077,-0.76566064,1.0,1.4562345221378576
-1.0662065246118702,0.22438055,1.0,0.4828130735455583
-1.7832353885431933,0.11686065,1.0,-1.4369904929607955
-1.4752482340502695,-0.95404637,1.0,0.7802473871523283
1.065364023826169,0.34426746,1.0,-0.6798848502032776
0.5597966159017517,0.6126755,0.0,1.564392489522405
-0.9577821080800628,-0.72456205,1.0,-2.8160043514787265
-1.9196453410635297,-1.4935431,1.0,-0.112055553667982
-1.7904068655189467,-1.380545,1.0,-1.1125164618728398
1.1226457659881923,0.937936,0.0,0.07722079255424068
-1.4648938267521745,-0.7897626,1.0,-0.5717267538844164
-1.3502678702558537,-1.005093,1.0,-0.8962007849723724
-2.021519353079916,-1.1934222,1.0,0.10426038110111288
-1.3719885714513842,-0.8250731,1.0,-0.19317406143997098
-1.3167682278899988,-1.0810047,1.0,1.9159057868214489
-1.0947821596695413,-0.797217,1.0,-0.8421216078786281
-1.495698987395328,-1.3222715,1.0,-0.8150822772003834
0.8356473817848323,0.6572215,0.0,-1.0313982119694782
