Y_true,Y_pred,with_uAUG,scaled_mfe
0.5666987286784092,0.5077445,0.0,-0.8691611964255003
-0.9152020288117318,-0.9963893,1.0,-0.3283714884370769
-1.50289464059807,-1.717537,1.0,0.8884053545368757
-0.7150744256790775,-1.1513385,1.0,0.6720894197677809
-0.8864998752470323,-0.89819586,1.0,0.10426038110111288
0.8580455757961789,0.8604279,1.0,1.1858396681436458
-1.7613821963913137,-1.9873215,1.0,-0.35541107698394897
0.4311228728874163,0.5553273,0.0,-0.24725298066508786
0.7903226548797616,0.7477565,0.0,0.18537863100447435
1.001640683402849,0.87152,0.0,0.6450499601552225
0.7160505673094032,0.64597106,0.0,1.266958175915635
-1.827653070538072,-1.5832222,1.0,0.4828130735455583
-1.97134458231523,-1.808882,1.0,-0.030937045895992974
-1.7251293466936788,-1.6826707,1.0,-0.030937045895992974
0.8437088794484641,0.8696611,0.0,0.7532079275397701
-0.9739765832871128,-0.32970142,1.0,-2.0318588623057083
1.1615510792037949,1.002469,1.0,1.266958175915635
-2.1464985941840364,-2.1581619,1.0,1.3210370951407515
-2.0549135905157843,-2.0354178,1.0,-1.0584375426477228
-1.0773502592100248,-1.0912617,1.0,0.6991290083146531
0.0022289662262564773,0.37258306,1.0,-2.5185699089376428
-1.1223128073579474,-1.1063559,1.0,0.8072868467648867
-1.4123263652250544,-1.3684872,1.0,-0.923240115650617
0.14691727288312942,-0.088142134,1.0,0.9965633219214232
-0.9626686177153602,-0.78503907,1.0,1.266958175915635
-0.9031675551239996,-1.0223274,1.0,0.18537863100447435
0.931072782798594,0.8275623,1.0,0.5098525331581166
1.0140535412280909,0.9047222,0.0,-1.0313982119694782
0.9969765904352706,0.9377007,0.0,-0.4906085039810549
-1.6180265671481997,-1.6589253,1.0,-0.7069241808815222
-1.344915999943126,-1.3794004,1.0,1.564392489522405
-1.6321297704026227,-1.3709044,1.0,0.2394576791639049
0.5537764432677957,0.62953645,0.0,-0.8421216078786281
-1.5595991810735776,-1.5031954,1.0,0.7532079275397701
-2.135545998150568,-2.086188,1.0,-2.6537673359347487
