Query_ID,q-value_ribo,q-value_yeast
human_l3_f_0,0.172698,0.00373157
human_l3_f_1,0.354537,1.0
human_l3_f_2,0.558137,0.781359
human_l3_f_3,1.0,0.124965
human_l3_f_4,1.0,0.00347719
human_l3_f_5,1.0,0.0126273
human_l3_f_6,0.121643,0.153068
human_l3_f_7,1.0,2.22921e-06
human_l3_f_8,0.014169399999999999,0.0813824
human_l3_f_9,1.0,1.0
human_l3_f_10,1.0,0.0235553
human_l3_f_11,1.0,0.197311
human_l3_f_12,0.548075,0.9832190000000001
human_l3_f_13,0.596958,0.612208
human_l3_f_14,1.0,0.124008
human_l3_f_15,0.9999899999999999,1.0
human_l3_f_16,0.0640441,1.0
human_l3_f_17,0.607999,0.00932927
human_l3_f_18,0.251596,0.0403102
human_l3_f_19,0.275036,0.000560986
human_l3_f_20,0.405356,0.326709
human_l3_f_21,1.0,0.304534
human_l3_f_22,1.0,0.603004
human_l3_f_23,1.0,0.00879143
human_l3_f_24,1.0,0.00391805
human_l3_f_25,1.0,1.0
human_l3_f_26,1.0,0.40698
human_l3_f_27,0.229138,0.602498
human_l3_f_28,0.014892600000000002,0.24825999999999998
human_l3_f_29,0.673172,0.017475499999999998
human_l3_f_30,0.375852,0.622326
human_l3_f_31,0.738642,0.479617
human_l3_f_32,0.100147,0.343227
human_l3_f_33,0.516626,0.0577432
human_l3_f_34,1.0,2.87412e-05
human_l3_f_35,1.0,1.0
human_l3_f_36,0.00206716,0.075181
human_l3_f_37,0.43272,0.11763599999999999
human_l3_f_38,0.234244,0.416376
human_l3_f_39,0.251283,0.794593
human_l3_f_40,0.0340714,1.0
human_l3_f_41,1.0,0.8047310000000001
human_l3_f_42,0.636224,1.0
human_l3_f_43,0.10120599999999999,0.11448299999999999
human_l3_f_44,0.374402,0.603941
human_l3_f_45,1.0,0.024430900000000002
human_l3_f_46,1.0,0.265602
human_l3_f_47,0.35735,0.05314680000000001
human_l3_f_48,0.40944,1.0
human_l3_f_49,0.195598,0.0370625
human_l3_f_50,1.0,0.48180600000000007
human_l3_f_51,0.0161057,1.0
human_l3_f_52,0.052739499999999995,0.24236799999999997
human_l3_f_53,0.06894299999999999,0.00992427
human_l3_f_54,0.7448140000000001,0.141822
human_l3_f_55,0.903174,0.00900326
human_l3_f_56,0.114579,0.000982818
human_l3_f_57,0.11259200000000001,0.24991999999999998
human_l3_f_58,0.544279,0.587557
human_l3_f_59,0.278543,0.920874
human_l3_f_60,0.568154,0.276039
human_l3_f_61,0.284536,0.0102995
