Y_true,Y_preed
7.23205193115,6.3754067
7.346718783789999,6.3272853
8.205112680900001,7.3936315
6.89418233857,6.16364
4.48539377639,3.6135998
7.65085888981,8.043288
8.13174303815,7.2081804
3.4624102981300005,3.5545638
7.361268974430001,5.9588284
4.2399767522600005,5.04317
7.9037260927899995,8.325245
7.30414203355,5.262964
7.716975647589999,7.739942
7.5953131886100005,7.1465974
7.87777473425,7.014058
7.8936692093300005,6.6508417
7.322416978350001,6.767436
7.414198501939999,5.735112
7.87666305502,7.587523
7.04470414719,6.0535383
7.95189025847,7.570226
7.90649898234,8.372842
7.295495479510001,5.9744835
7.655490394989999,6.8871193
5.96078980694,5.765248
5.87029203865,6.8532276
7.514234733849999,6.116212
5.5176662606199995,5.714708
4.60108929112,4.8269105
6.9416231546,6.21857
8.05198542408,8.524756
8.09441309468,7.2509007
7.033183763089999,7.236521
5.8393737236000005,7.5346055
7.543719620499999,8.260739
5.9511123297,4.7726927
8.39533330803,8.162681
7.706586950610001,7.801189
7.397842055289999,7.5580435
6.10327726273,5.8659697
8.269872404410004,7.071188
7.157003303119999,7.2786107
7.342642048010001,7.550437
7.85322938921,8.317412
7.80166239585,6.037716
4.77253116896,3.4975502
7.3792319616699995,7.243749
8.29895257608,7.1501994
3.63381139556,5.0367527
4.465180530990001,4.3918133
8.115496560499999,7.0455494
3.6907181677099996,4.667073
6.754301374219999,4.8917117
4.6733475496,5.876645
7.361657635860001,6.254423
7.83375940719,8.456145
5.76121773719,5.4471817
8.3751747293,8.123142
7.78605950704,6.529477
7.94466488073,6.019749
6.28019216357,5.7753296
7.228402889319999,5.9617395
6.16530672293,4.829164
7.947599829680001,7.3948517
8.122847459780001,7.5466795
7.0519157947,5.9928236
5.965423801919999,5.058235
7.156455241919999,6.992079
6.4815316067,6.9172626
6.58190773357,5.6705575
5.99794580033,5.237358
6.8120612898,6.7971168
3.75464379521,3.4073427
7.89413861858,7.770561
5.61841929021,6.407905
7.86500390296,7.2516537
4.697043580880001,4.9710374
6.71936134309,7.382207
7.11747505162,7.016329
3.5229025533699994,5.200692
6.63873530936,7.0307117
6.90257167545,6.5504584
8.135726051139999,7.477904
8.056713142489999,7.0254416
8.01011332536,7.740401
8.1538155981,8.145619
6.5332567541,6.090218
5.5482626977,4.988763
4.1041002568,4.582741
7.456348460730001,7.767853
7.58271280678,7.5923896
7.80827100861,5.653741
4.98249052068,5.197912
2.65168366781,9.021876
7.399782002869999,7.8122463
4.666617653169999,5.7419295
4.39287065865,3.604851
6.54470679973,6.4268403
7.610860392989999,7.673552
5.58620875333,5.9934235
4.58061389327,4.326684
5.2608028201099994,5.7694883
6.57419265053,6.805986
7.0756611952399995,5.9121017
4.2665698799900005,5.4722867
7.35760794288,7.744809
7.906537598610001,7.6660266
7.770972295489999,6.9711146
6.05866921001,6.299982
7.90562801627,7.5246477
3.8295943604500002,4.995902
7.85435045791,6.814948
6.933039368180001,6.172726
8.34889158015,7.634112
7.3714479671,7.3269863
7.58091994532,7.2673316
7.95265398291,6.1420918
7.548088452210001,6.5792885
4.99868309303,6.049273
7.37073993832,6.8220124
7.8767280278,6.0899343
3.1613684010600003,5.394601
3.19840699826,2.9528954
8.35715784428,8.77577
7.068151979239999,8.067483
7.019521738300001,6.938152
7.47734319512,7.6649327
7.19092138464,8.159811
7.05082802255,5.6370363
4.00303272003,4.6193647
8.1564460796,8.843166
6.90374953697,8.187803
7.4402822486,7.025785
4.61578418455,5.03734
7.49590620636,6.13855
8.08176082987,7.3822136
6.7732166861000005,7.6714644
5.942036163969999,6.2689624
7.86801096753,6.786073
7.883155680689999,7.633172
8.37117690587,8.03065
3.83126542792,5.0566773
8.19613833102,7.9408693
5.30597007558,6.131606
7.95244781032,6.7473845
8.207056309119999,7.803261
5.72512270031,5.5641127
6.759305114959999,6.2592206
7.52434080222,6.214902
4.43248034013,3.8502693
7.244420229089999,5.7467165
7.77520925382,7.5570855
8.11121942053,8.246583
7.324726010419999,6.105064
3.7003442229800014,4.1121626
3.0453361917799997,3.665816
7.703120269939999,6.7959785
7.63752023508,5.7656765
7.699717996529999,7.1587787
7.668747383539999,8.0563
3.5167556228900003,3.3458154
7.96317418226,5.9276896
5.421618774959999,6.0026517
4.69404488145,5.259508
7.44006386627,7.491154
3.26098904097,4.644503
7.7229456688399996,7.448841
7.84358877245,7.5608473
7.9608564567799975,8.152671
8.37113804556,8.43715
7.51021044705,6.2172403
7.0121716546899995,6.2929068
7.7396512175600005,8.193379
4.431400411519999,5.3584886
3.6587187141800004,3.9937937
7.57630746207,6.2475996
7.3597898539,6.854723
7.9418761708800005,6.6604123
4.24990998648,4.351175
7.3927350447899975,8.023243
7.381999401960001,6.668598
8.42209457829,7.740307
7.9038122839100025,8.345384
7.810510149510001,8.03162
5.42971415092,4.551319
7.998363898130001,6.314387
8.23088242022,8.327585
3.11836479495,6.7215714
7.70168142263,7.8824964
5.298537892250001,6.1061525
8.05583190661,6.759742
4.40460141172,4.1270943
4.03011738364,4.813821
4.13820759727,4.2364154
3.3358792831,5.194098
5.7281615821,6.6108446
8.304172457810001,9.134136
5.08195026186,5.6127214
