Y_true,Y_pred,with_uAUG
7.48301808132,8.840895,0.0
2.89540553456,4.7886744,1.0
4.7414103886,5.0597095,1.0
3.61283173699,5.532605,1.0
7.72578232242,7.464557,1.0
7.6668327999,7.5277157,0.0
7.61088717884,7.59047,1.0
7.664325002769999,8.1601515,0.0
4.43776592978,5.062995,1.0
8.66576412619,8.274852,1.0
3.27357125979,5.493033,1.0
6.5607296251900005,6.4632053,0.0
6.11160014837,7.083606,1.0
7.26998589237,8.375437,1.0
3.4055919287900003,4.635385,1.0
5.29252562737,5.8375797,1.0
4.81370540766,5.479752,1.0
4.734720186050001,6.0950623,1.0
3.33162009285,3.8100343,1.0
6.85943503844,7.1556654,1.0
3.57043777479,4.751589,1.0
3.37143998776,5.402616,1.0
7.772166610449999,7.905869,0.0
8.34747735643,8.334833,1.0
3.07166978107,4.4368477,1.0
3.16771390256,3.7200851,1.0
8.3837539801,8.93374,0.0
5.05251844444,6.577786,1.0
6.8306365186,7.0131464,0.0
4.37282451501,6.1881766,1.0
7.95274219234,8.546351,0.0
6.1237207727900005,6.0431013,1.0
4.74663343241,6.6675377,1.0
3.71915771441,3.857853,1.0
5.377260844349999,6.075487,1.0
7.429420545589999,8.2631235,0.0
4.30939305955,5.272604,1.0
4.4354731131400005,5.711675,1.0
7.726563137979999,8.314408,0.0
4.90325069372,5.956082,1.0
3.73074328704,4.338676,1.0
4.5732173211300005,6.0643473,1.0
3.1984034748,5.3553066,1.0
2.7993956517500003,4.2701006,1.0
7.579061412360001,8.149269,1.0
3.00221656392,5.1514697,1.0
4.15531677765,5.745135,1.0
3.5772242066000004,5.577326,1.0
3.02237134675,5.2386518,1.0
3.77876124824,5.404891,1.0
7.90265754082,8.131597,0.0
7.84374752757,8.189915,0.0
5.87075653178,5.964779,1.0
3.96813560916,5.7590165,1.0
6.1668127019500005,7.0470138,1.0
5.184585311499999,6.2183857,1.0
8.18541168626,8.322892,1.0
3.54428361911,4.4475527,1.0
7.27967498105,7.6912346,0.0
6.93005842634,7.9144363,1.0
8.099383725180001,8.317745,0.0
7.703116133250001,8.54734,0.0
3.68642218728,5.9943724,1.0
7.831162350930001,8.625298,0.0
7.513237914039999,7.850137,0.0
7.6393244555600015,8.165463,0.0
3.91263482822,5.3464947,1.0
7.1866942188600005,7.6091833,1.0
4.02933336892,4.961405,1.0
6.77278464633,7.487426,1.0
8.14076658036,7.8736773,0.0
7.558492551980001,8.625047,1.0
7.64544496454,8.282634,1.0
7.91195781842,8.097073,0.0
7.45842470207,7.9302216,0.0
5.950818892000001,5.6452723,1.0
3.59401753201,4.168854,1.0
3.629142297830002,5.0105996,1.0
2.78225741558,4.052428,1.0
8.18885472847,8.061026,0.0
3.09536237833,4.567498,1.0
5.469581600580001,6.603372,1.0
7.14199613228,7.5476065,0.0
4.2082309872199986,4.7329865,1.0
6.46703756617,6.3789525,1.0
5.17131825487,5.9103265,1.0
6.30824746382,6.7825584,0.0
7.12001897428,7.7834334,0.0
6.29209181669,6.8658147,1.0
2.57214519165,6.2914658,1.0
3.0475440765400004,3.9522438,1.0
4.19630859867,5.1938915,1.0
7.396648736860001,7.702803,0.0
3.07714121796,4.3185344,1.0
5.20836474661,6.1526,1.0
6.60166171311,6.634493,1.0
7.76338995047,8.160465,0.0
4.986752582659999,6.1290355,1.0
8.14450024658,8.520018,0.0
2.65867578304,5.0187883,1.0
7.108471444860001,7.675859,1.0
8.10669880465,8.448707,0.0
8.470349875210001,8.547997,0.0
6.647872695469999,8.1043625,0.0
5.7836623266,6.4769936,1.0
7.8542788534399985,8.414874,0.0
2.82603094901,4.690089,1.0
3.38358790727,5.453541,1.0
3.13839492774,4.161558,1.0
4.17020805536,6.114066,1.0
7.48833581741,8.679307,1.0
7.74195525983,9.049192,0.0
6.58463418781,7.1894417,0.0
3.0378674151,4.844012,1.0
4.60656453691,5.8119698,1.0
7.931161048939999,8.140897,0.0
5.28616217774,6.445185,1.0
5.8020771060500005,6.133043,1.0
2.94999394612,4.547969,1.0
3.4370438197199995,5.189106,1.0
3.50838013344,4.4713855,1.0
4.19819255003,5.689392,1.0
3.22020267349,4.6774116,1.0
4.62984854578,5.6593847,1.0
7.202575143150001,7.9164395,0.0
5.700101935269999,6.5510597,1.0
3.55334535814,4.6886163,1.0
4.40305661095,4.9853554,1.0
3.70029165297,5.64725,1.0
7.43790083031,8.557412,0.0
3.22703777884,5.349044,1.0
3.62511208016,5.295355,1.0
3.23524909504,5.384612,1.0
3.1812540044,5.225936,1.0
4.26561361564,5.8952017,1.0
7.03026444161,8.525469,0.0
2.93217192052,5.0346103,1.0
8.27903164045,9.633414,0.0
3.77189292483,5.426038,1.0
3.48410887857,4.9265385,1.0
4.66751608237,6.0468016,1.0
3.2873382825800004,6.4909506,1.0
3.4862294888300003,5.8503256,1.0
4.619756693909999,6.0060606,1.0
4.60816298431,6.1048827,1.0
4.50591463437,6.5679374,1.0
6.59621259074,7.730509,1.0
7.620268587160001,7.7814136,0.0
7.973766486110001,9.429018,1.0
4.06338448314,5.7943954,1.0
3.09357865136,4.9448395,1.0
3.34100200356,3.8696775,1.0
3.86405959612,6.529445,1.0
2.944677013,4.826768,1.0
3.34814834743,5.6741796,1.0
5.02129635635,6.2793856,1.0
7.89397461964,8.814003,1.0
7.4879924201499986,8.8267565,0.0
7.817931007739999,8.708077,0.0
3.4818667521900006,5.4092126,1.0
3.13667609843,3.0995302,1.0
3.64152526375,5.430374,1.0
7.10453179171,7.514525,1.0
5.50242362258,5.8778543,1.0
7.55311981655,7.9483476,1.0
8.04753238968,8.008319,0.0
3.57684386676,6.1487927,1.0
3.39869656691,3.4892254,1.0
4.11007508683,5.2759647,1.0
6.99616933797,8.313288,1.0
7.655909621889999,8.209699,0.0
4.2225880166900005,6.4679914,1.0
4.57326594362,5.5268455,1.0
5.9437249477,6.46846,1.0
3.75555539456,6.364171,1.0
7.93298663485,8.449259,1.0
7.270941502949999,7.9046087,0.0
5.50596061459,6.084197,1.0
3.84538761868,5.777459,1.0
3.98083050385,5.745954,1.0
7.041658288360001,7.630217,0.0
4.00890675048,5.0066705,1.0
4.57481642969,5.8579464,1.0
7.70260912582,8.129462,0.0
3.61444065116,4.6469936,1.0
8.38338024368,9.174879,1.0
3.30974264509,4.883475,1.0
7.645267634439999,7.872661,1.0
6.37509797853,6.6799364,1.0
5.71762716208,7.0904317,0.0
4.1329256086,6.010528,1.0
6.6027664682000005,5.4974575,1.0
4.71505273685,4.836379,1.0
3.01363225583,4.269921,1.0
3.54246700194,5.6724534,1.0
