Query_ID,q-value_ribo,q-value_yeast
STunmod1_l3_f_0,0.0502908,0.00357342
STunmod1_l3_f_1,1.0,0.0119334
STunmod1_l3_f_2,0.999995,0.766084
STunmod1_l3_f_3,0.160744,0.0187146
STunmod1_l3_f_5,0.172245,0.662126
STunmod1_l3_f_6,1.0,0.00342918
STunmod1_l3_f_7,1.0,0.240641
STunmod1_l3_f_8,0.793139,0.210899
STunmod1_l3_f_10,0.543221,0.0541422
STunmod1_l3_f_11,0.435563,0.0167164
STunmod1_l3_f_12,0.128577,0.0270711
STunmod1_l3_f_13,1.0,0.00109368
STunmod1_l3_f_14,0.417071,0.00182502
STunmod1_l3_f_15,1.0,1.0
STunmod1_l3_f_16,0.617051,0.000301168
STunmod1_l3_f_17,0.10378,0.0605124
STunmod1_l3_f_18,0.407891,0.651654
STunmod1_l3_f_20,0.244284,1.0
STunmod1_l3_f_21,0.946775,1.0
STunmod1_l3_f_22,0.777442,0.180652
STunmod1_l3_f_23,1.0,0.812432
STunmod1_l3_f_24,1.0,0.665568
STunmod1_l3_f_26,0.927073,0.376668
STunmod1_l3_f_27,1.0,0.214232
STunmod1_l3_f_28,0.400121,0.404444
STunmod1_l3_f_29,0.264754,0.0751723
STunmod1_l3_f_30,1.0,0.161891
STunmod1_l3_f_31,1.0,0.350387
STunmod1_l3_f_32,1.0,0.00577531
STunmod1_l3_f_33,0.185713,1.0
STunmod1_l3_f_34,0.19156,0.201175
STunmod1_l3_f_35,0.847656,0.825665
STunmod1_l3_f_36,0.925705,0.323723
STunmod1_l3_f_37,0.442224,0.0781067
STunmod1_l3_f_38,0.778734,1.0
STunmod1_l3_f_39,0.48471,0.449818
STunmod1_l3_f_40,0.808693,0.29536
STunmod1_l3_f_41,0.618116,0.266256
STunmod1_l3_f_42,0.896815,1.0
STunmod1_l3_f_43,0.633567,1.0
STunmod1_l3_f_44,0.516181,0.165331
STunmod1_l3_f_45,0.14687,0.0245646
STunmod1_l3_f_46,0.588599,0.294042
STunmod1_l3_f_47,1.0,0.197916
STunmod1_l3_f_48,1.0,1.0
STunmod1_l3_f_49,1.0,1.0
STunmod1_l3_f_50,0.281916,0.0103691
STunmod1_l3_f_51,0.966911,1.0
STunmod1_l3_f_52,0.568958,0.70607
STunmod1_l3_f_53,1.0,0.00174525
STunmod1_l3_f_54,0.999987,0.746123
STunmod1_l3_f_55,0.0737392,1.0
STunmod1_l3_f_56,1.0,1.0
STunmod1_l3_f_57,0.187358,0.00700801
STunmod1_l3_f_58,0.170757,0.62955
STunmod1_l3_f_59,0.74093,0.781126
STunmod1_l3_f_60,1.0,0.216831
STunmod1_l3_f_61,0.471535,1.0
STunmod1_l3_f_62,1.0,0.125294
STunmod1_l3_f_64,0.24411,0.289057
STunmod1_l3_f_65,0.13871,1.0
STunmod1_l3_f_66,1.0,0.0188078
STunmod1_l3_f_67,0.237899,0.180403
STunmod1_l3_f_68,1.0,0.897461
STunmod1_l3_f_69,1.0,1.0
STunmod1_l3_f_70,0.0559467,0.027979
STunmod1_l3_f_71,0.218357,0.00485693
STunmod1_l3_f_72,0.999996,0.384985
STunmod1_l3_f_73,1.0,0.710146
STunmod1_l3_f_74,0.866807,0.0195587
STunmod1_l3_f_75,0.437592,0.00610889
STunmod1_l3_f_76,0.999993,0.999998
STunmod1_l3_f_77,1.0,0.0458365
STunmod1_l3_f_78,1.0,0.388424
STunmod1_l3_f_79,1.0,0.206492
STunmod1_l3_f_80,0.0914599,0.00684685
STunmod1_l3_f_81,1.0,0.51415
STunmod1_l3_f_82,0.95397,0.0484876
STunmod1_l3_f_83,0.00220231,0.0297219
STunmod1_l3_f_84,1.0,0.0807729
STunmod1_l3_f_85,0.145157,0.0117266
STunmod1_l3_f_86,0.304458,0.0474082
STunmod1_l3_f_87,0.806964,0.114622
STunmod1_l3_f_88,0.984438,0.449647
STunmod1_l3_f_89,0.565083,0.0117605
STunmod1_l3_f_90,0.710971,0.126566
STunmod1_l3_f_91,0.260105,0.117879
STunmod1_l3_f_92,1.0,0.00196637
STunmod1_l3_f_93,0.703022,0.22756
STunmod1_l3_f_94,0.188164,0.00454168
STunmod1_l3_f_95,0.888697,0.526146
STunmod1_l3_f_96,0.244119,0.0590304
STunmod1_l3_f_97,1.0,1.0
STunmod1_l3_f_98,0.555095,0.251724
STunmod1_l3_f_99,0.276661,0.395582
STunmod1_l3_f_100,0.378672,1.0
STunmod1_l3_f_101,0.595319,0.0921054
STunmod1_l3_f_102,1.0,1.0
STunmod1_l3_f_103,0.0324543,0.039821
STunmod1_l3_f_104,1.0,0.150092
STunmod1_l3_f_105,1.0,0.00645414
STunmod1_l3_f_106,0.289143,0.0277948
STunmod1_l3_f_107,1.0,0.00490832
STunmod1_l3_f_108,0.354635,0.140812
STunmod1_l3_f_109,0.846658,0.273792
STunmod1_l3_f_110,1.0,0.00162489
STunmod1_l3_f_111,0.571109,0.421415
STunmod1_l3_f_112,0.628797,0.0776515
STunmod1_l3_f_113,1.0,1.0
STunmod1_l3_f_114,0.999999,0.539995
STunmod1_l3_f_115,0.957956,0.0213619
STunmod1_l3_f_116,0.125551,0.00703666
STunmod1_l3_f_117,0.430797,1.0
STunmod1_l3_f_118,0.366717,0.000865537
STunmod1_l3_f_119,1.0,0.0406747
STunmod1_l3_f_120,0.57272,0.0110838
STunmod1_l3_f_121,0.21993,0.936548
STunmod1_l3_f_122,0.477743,0.180607
STunmod1_l3_f_123,0.834143,0.542995
STunmod1_l3_f_124,0.466523,0.0277104
STunmod1_l3_f_125,1.0,0.154355
STunmod1_l3_f_126,0.999998,0.0252235
STunmod1_l3_f_127,0.629545,1.0
STunmod1_l3_f_128,0.971367,0.0806825
STunmod1_l3_f_129,0.195978,0.293454
STunmod1_l3_f_130,0.00724614,0.0803512
STunmod1_l3_f_131,1.0,1.0
STunmod1_l3_f_134,0.308313,0.687868
STunmod1_l3_f_135,1.0,0.265506
STunmod1_l3_f_136,0.426971,0.00695838
STunmod1_l3_f_137,0.393963,0.283248
STunmod1_l3_f_138,0.554931,0.00231217
STunmod1_l3_f_139,0.250431,0.00542749
STunmod1_l3_f_140,0.519477,0.112639
STunmod1_l3_f_141,0.999999,0.590487
STunmod1_l3_f_142,0.818245,0.113483
STunmod1_l3_f_143,0.86424,0.384747
STunmod1_l3_f_144,1.0,0.0252733
STunmod1_l3_f_145,1.0,0.429518
