Query_ID,q-value_ribo,q-value_yeast
STunmod1_l3_f_0,0.113992,1.0
STunmod1_l3_f_1,0.283098,0.412315
STunmod1_l3_f_2,0.952234,0.464445
STunmod1_l3_f_4,1.0,0.226171
STunmod1_l3_f_5,1.0,0.694356
STunmod1_l3_f_6,1.0,0.297589
STunmod1_l3_f_7,1.0,1.0
STunmod1_l3_f_8,0.0662457,1.0
STunmod1_l3_f_9,0.0991195,0.340433
STunmod1_l3_f_10,0.0355189,0.399805
STunmod1_l3_f_11,1.0,0.68093
STunmod1_l3_f_12,0.324525,0.60329
STunmod1_l3_f_13,0.708928,0.138278
STunmod1_l3_f_14,1.0,0.0892453
STunmod1_l3_f_15,0.802912,1.0
STunmod1_l3_f_16,0.802145,1.0
STunmod1_l3_f_17,0.812152,0.0267991
STunmod1_l3_f_18,0.378162,0.386206
STunmod1_l3_f_19,0.0504353,0.0566061
STunmod1_l3_f_20,1.0,0.0057064
STunmod1_l3_f_21,0.939374,0.0335124
STunmod1_l3_f_22,0.723126,0.672669
STunmod1_l3_f_23,0.406248,0.304347
STunmod1_l3_f_24,0.315764,0.0215057
STunmod1_l3_f_25,1.0,0.117214
STunmod1_l3_f_26,1.0,0.447035
STunmod1_l3_f_27,0.0335947,0.0485032
STunmod1_l3_f_28,0.17667,0.630036
STunmod1_l3_f_29,0.736161,0.71637
STunmod1_l3_f_30,0.683845,0.00155756
STunmod1_l3_f_31,1.0,0.00452313
STunmod1_l3_f_32,0.661935,0.0580435
STunmod1_l3_f_33,0.538698,0.0273688
STunmod1_l3_f_34,0.565816,0.0381037
STunmod1_l3_f_35,1.0,1.0
STunmod1_l3_f_37,0.505083,0.186192
STunmod1_l3_f_38,0.999999,0.544541
STunmod1_l3_f_39,0.0707415,0.0900478
STunmod1_l3_f_40,1.0,0.00941173
STunmod1_l3_f_41,1.0,0.606093
STunmod1_l3_f_42,0.0921667,0.513958
STunmod1_l3_f_43,0.999999,0.399504
STunmod1_l3_f_44,0.172757,0.00280897
STunmod1_l3_f_45,0.81882,0.207065
STunmod1_l3_f_46,1.0,0.117066
STunmod1_l3_f_47,1.0,1.0
STunmod1_l3_f_48,0.374799,0.0433394
STunmod1_l3_f_49,0.194163,0.6228
STunmod1_l3_f_50,1.0,0.109323
STunmod1_l3_f_51,0.417512,0.909255
STunmod1_l3_f_52,0.312443,0.013077
STunmod1_l3_f_53,0.464305,0.142468
STunmod1_l3_f_54,0.0711232,0.549368
STunmod1_l3_f_56,0.346643,1.0
STunmod1_l3_f_57,0.965945,0.00199685
STunmod1_l3_f_58,0.624579,0.0791814
STunmod1_l3_f_59,1.0,0.0775908
STunmod1_l3_f_60,0.0970186,0.0314044
STunmod1_l3_f_61,1.0,1.0
STunmod1_l3_f_62,1.0,0.670562
STunmod1_l3_f_63,1.0,0.751938
STunmod1_l3_f_64,0.162266,0.0341563
STunmod1_l3_f_65,1.0,8.79593e-05
STunmod1_l3_f_66,0.835918,0.370823
STunmod1_l3_f_67,1.0,0.217469
STunmod1_l3_f_68,1.0,0.00485854
STunmod1_l3_f_69,0.233072,0.142578
STunmod1_l3_f_70,1.0,0.0470253
STunmod1_l3_f_71,1.0,0.749371
STunmod1_l3_f_72,1.0,8.82739e-05
STunmod1_l3_f_73,0.00717771,0.00613764
STunmod1_l3_f_74,0.342574,0.0038167
STunmod1_l3_f_76,1.0,1.0
STunmod1_l3_f_77,1.0,0.0277013
STunmod1_l3_f_78,0.872641,0.281455
STunmod1_l3_f_79,1.0,0.999999
STunmod1_l3_f_80,0.999999,0.944885
STunmod1_l3_f_81,1.0,0.3079
STunmod1_l3_f_82,0.91573,0.530534
STunmod1_l3_f_83,1.0,0.061817
STunmod1_l3_f_84,0.515472,1.0
STunmod1_l3_f_85,0.924841,0.955834
